Cell id	x	y	z	Boa volume	Mean cell intensity
0	15.272484	15.731806	1.1437593	0.07713667	7.830951
1	16.765282	15.215068	1.5250123	0.117511675	8.816818
2	14.927991	14.69833	1.7156388	0.07603697	7.235538
3	15.674391	14.927991	1.8109521	0.14720379	13.284893
4	17.971004	16.19113	2.049235	0.1336931	13.821353
5	18.487743	15.616976	2.335175	0.08263522	10.707221
6	17.741344	18.085836	2.1922052	0.16448492	14.475574
7	16.478207	13.779684	2.335175	0.11546936	7.9999576
8	16.650452	15.44473	2.4304883	0.22418337	20.259115
9	15.272484	18.545158	2.335175	0.039275292	11.080002
10	15.961468	15.674391	2.6211147	0.27398443	25.491734
11	17.741344	14.69833	2.7640848	0.39416683	19.247309
12	18.717405	16.822699	2.7640848	0.33085507	54.13324
13	17.28202	17.511683	2.8117414	0.31325972	54.98773
14	17.971004	16.707867	3.1453378	0.36950195	88.5339
15	16.30596	14.755745	3.0500245	0.30210555	25.12458
16	14.927991	15.042822	3.0500245	0.6868463	51.63038
17	19.578634	15.215068	3.1453378	0.6485136	86.93635
18	16.19113	18.200666	2.8117414	0.072266534	20.858673
19	18.602573	15.616976	3.383621	0.31451654	88.6922
20	16.363375	14.009346	3.2406511	0.48968434	37.889503
21	16.650452	16.707867	3.4312775	0.33085507	89.592415
22	17.339436	12.401716	3.097681	0.12379572	20.016434
23	15.042822	17.511683	3.2406511	0.21947034	29.099297
24	16.076298	17.39685	3.4312775	0.30650437	102.54611
25	17.39685	13.435192	3.3359642	0.15882929	28.976097
26	17.454268	15.846637	3.6695607	0.62919015	143.68396
27	17.91359	14.813161	4.0508137	0.42150244	132.35176
28	15.502145	16.19113	3.8601873	0.7118254	140.15498
29	14.411253	16.650452	3.6695607	0.13730642	14.215068
30	19.52122	13.95193	3.7172174	0.14201945	28.062933
31	18.487743	14.124176	3.9555006	0.4678473	121.86045
32	16.535622	15.100238	4.146127	0.7115112	150.04398
33	15.55956	14.813161	4.289097	0.33116925	107.05559
34	19.52122	13.033285	3.9555006	0.15175973	12.779439
35	16.880114	13.722269	4.3367534	0.44758123	106.16883
36	14.353838	15.502145	4.09847	0.14987451	25.39608
37	18.659988	12.3443	4.146127	0.09253259	23.752104
38	13.8371	14.69833	4.09847	0.08075	11.558358
39	15.272484	13.722269	4.289097	0.37829962	81.39124
40	17.856174	12.918454	4.3367534	0.13322179	32.8147
41	16.593037	12.861038	4.432067	0.10525778	17.607431
42	16.076298	12.286885	4.575037	0.07965029	17.141994
