Cell id	x	y	z	Boa volume	Mean cell intensity
0	13.267325	14.3287115	2.3167825	0.059991077	10.064784
1	15.004139	13.460304	3.007362	0.14881106	16.440931
2	16.11377	14.859405	2.8514247	0.041480433	11.567482
3	15.438342	14.71467	2.8514247	0.03546577	8.508773
4	13.990997	15.534832	3.1187458	0.19386917	14.191315
5	14.52169	12.929611	3.0741923	0.18448423	16.023405
6	12.977857	15.824301	3.2078528	0.22793497	16.24291
7	13.942753	14.569936	3.2078528	0.21388347	47.450966
8	12.977857	14.762915	3.4083436	0.29445922	41.14476
9	13.363815	12.833122	3.2524064	0.39204192	30.390167
10	13.605039	13.749773	3.3192365	0.19962458	51.75012
11	18.381275	12.398918	3.1632993	0.023488294	6.019867
12	11.723491	14.232222	3.4974506	0.21409088	43.403156
13	12.302429	13.50855	3.4083436	0.25308248	27.709183
14	15.776056	17.561113	3.2524064	0.10079745	24.476606
15	14.859405	17.705849	3.4083436	0.10940464	20.768501
16	15.486587	16.789198	3.5865576	0.28222248	54.913486
17	16.596218	15.776056	3.475174	0.22845349	62.752754
18	17.898829	11.723491	3.3192365	0.016436622	5.6561584
19	17.2234	13.990997	3.475174	0.22290547	27.587988
20	17.512869	15.293608	3.4083436	0.058072604	15.697221
21	13.074346	10.7585945	3.386067	0.039924916	8.168804
22	15.245363	15.486587	3.6979413	0.37690157	96.15131
23	16.210258	14.907649	3.6756647	0.21170576	66.24704
24	16.740952	11.337532	3.5865576	0.24240127	37.838684
25	16.258505	13.50855	3.7202182	0.24836409	106.98773
26	14.4252	15.920791	3.9429858	0.35247996	110.94261
27	11.916471	18.33303	3.5865576	0.056931894	8.499975
28	15.390098	13.267325	3.9875393	0.3713017	120.908554
29	15.679566	14.183977	3.8316019	0.26236373	111.030556
30	13.267325	17.657604	3.6311111	0.21346867	28.791876
31	16.403238	12.302429	3.6311111	0.19101739	41.246803
32	15.438342	11.434022	3.7647717	0.24592711	49.460197
33	14.280466	13.267325	4.098923	0.3643019	129.29771
34	14.52169	14.280466	3.9652624	0.31706604	135.96971
35	13.894508	16.789198	3.8538787	0.17613629	92.151985
36	14.087487	14.907649	4.0320926	0.2956518	142.64752
37	13.556794	16.210258	3.8761554	0.18987668	82.73261
38	9.31125	17.03042	3.7202182	0.043813705	6.2331114
39	15.004139	12.254184	3.8538787	0.2248758	60.99481
40	13.50855	12.543653	4.009816	0.3997158	135.0282
41	11.434022	17.60936	3.7647717	0.0771536	11.737825
42	11.337532	16.740952	3.8761554	0.17240305	33.59724
43	14.52169	10.179657	3.8093252	0.046665486	9.429987
44	12.736632	11.385777	4.098923	0.2836743	85.77926
45	13.50855	13.942753	4.0543694	0.42232266	133.48184
46	12.881367	15.052383	4.1657534	0.54152703	153.44373
47	8.539333	15.727811	3.920709	0.10001969	29.979485
48	12.543653	16.982176	3.920709	0.16037372	40.7138
49	10.131412	16.692707	3.8761554	0.0721241	13.338499
50	13.749773	10.806839	4.009816	0.17406227	51.817158
51	12.350674	15.969035	4.1211996	0.29881465	129.66203
52	12.736632	12.205939	4.2103066	0.19526914	111.23097
53	9.214761	15.197118	4.009816	0.10639731	28.129866
54	10.565616	13.41206	4.0320926	0.25857866	82.38018
55	9.648964	14.135732	4.009816	0.066472396	13.734719
56	11.289288	14.71467	4.2103066	0.39059013	137.4917
57	11.868225	15.245363	4.2103066	0.26054898	127.78439
58	10.7585945	15.969035	4.0543694	0.13299663	25.858215
59	12.736632	10.420881	4.0320926	0.15269984	18.636118
60	14.087487	11.578756	4.098923	0.1483444	68.98416
61	10.179657	15.004139	4.1211996	0.28134105	49.777733
62	13.749773	9.40774	3.9429858	0.05091723	6.437854
63	11.964715	13.942753	4.2548604	0.40697488	145.26872
64	8.9735365	11.964715	3.9429858	0.068027906	8.934397
65	11.916471	12.640142	4.2325835	0.24753448	87.828804
66	11.578756	10.71035	4.1211996	0.16027002	14.20235
67	11.048063	11.723491	4.098923	0.15664048	51.587646
68	12.833122	13.21908	4.277137	0.3019257	149.4604
69	10.034923	12.350674	4.0766463	0.11650816	12.616693
70	11.675246	11.771736	4.2548604	0.12324873	67.178375
71	9.552474	13.31557	4.1211996	0.06512428	16.967234
72	11.048063	13.363815	4.4776278	0.16208479	110.33158
