Cell id	x	y	z	Boa volume	Mean cell intensity
0	12.54365	17.27164	5.094672	0.05845377	8.095461
1	12.833118	16.113766	5.7539825	0.3112419	30.57221
2	13.65328	14.859401	5.81392	0.2289323	17.758545
3	14.376953	15.534828	5.5741706	0.18666144	20.17027
4	13.605036	15.969031	5.933795	0.20968023	14.930047
5	12.157692	16.789192	5.5741706	0.056082137	9.970142
6	12.447161	15.293604	5.81392	0.21595807	9.873957
7	14.618176	14.859401	6.0536695	0.06556866	7.3638215
8	12.012958	17.898823	6.473231	0.30538258	19.487703
9	13.65328	17.368132	6.653043	0.37974024	19.8418
10	14.859401	16.403234	6.653043	0.15834135	10.013167
11	13.267323	16.644459	7.0126667	0.6309938	57.05709
12	12.302426	16.596214	6.8927917	0.39773673	46.020317
13	11.289285	16.403234	6.653043	0.09026155	8.692408
14	13.701526	15.341849	7.312353	0.42312714	59.6534
15	13.074343	15.631318	7.312353	0.3830884	60.699177
16	14.328708	19.394413	6.8328547	0.068777345	7.194725
17	15.293604	18.284782	7.312353	0.47697717	61.882423
18	12.157692	19.78037	6.952729	0.0876109	18.030209
19	13.84626	13.556791	7.132541	0.13295093	16.122726
20	13.798015	14.376953	7.132541	0.1323929	17.744902
21	13.701526	18.815475	7.2524157	0.31947285	74.910324
22	12.881364	19.394413	7.1924787	0.10490987	18.333723
23	12.54365	14.425198	7.312353	0.28724656	21.074604
24	10.03492	17.609354	7.4322276	0.10588642	12.70354
25	11.192796	17.995314	7.6120396	0.39271447	67.229965
26	14.714666	17.46462	7.851789	0.51464427	118.0028
27	12.64014	17.850578	7.7319145	0.46442145	137.7922
28	11.723488	19.104944	7.492165	0.19545043	51.293884
29	16.837439	15.438338	7.7319145	0.15220301	22.019104
30	13.990994	18.188293	7.9716635	0.268413	101.53605
31	12.398915	18.67074	7.7918515	0.196985	51.311543
32	16.017277	16.017277	7.9716635	0.366487	56.971394
33	13.122588	16.54797	8.391225	0.5954193	144.9796
34	15.534828	16.933928	7.9117265	0.26729694	75.9142
35	13.170833	17.368132	8.151476	0.4080603	139.90266
36	15.679563	14.618176	8.031601	0.23911637	25.306065
37	10.662103	17.030416	8.031601	0.095841855	22.676817
38	13.556791	15.631318	8.391225	0.5556596	129.99559
39	11.868223	15.776052	8.27135	0.43735695	104.998856
40	14.762911	15.824297	8.331287	0.5853747	139.43849
41	10.710347	16.065521	8.151476	0.21191235	33.063572
42	14.135729	16.740948	8.391225	0.38769218	137.0454
43	12.254181	17.175152	8.331287	0.52789754	142.76958
44	15.438338	13.122588	8.151476	0.09570235	7.1661696
45	14.087484	14.859401	8.391225	0.36704502	92.56551
46	14.907645	14.569932	8.451162	0.25264862	52.763344
47	11.4822645	16.692703	8.391225	0.2841774	95.11354
48	12.495405	15.245359	8.5111	0.35630292	118.34474
49	11.868223	14.569932	8.571037	0.29980227	64.65332
50	13.798015	13.026098	8.331287	0.06501064	6.6845517
51	11.723488	13.74977	8.5111	0.15122646	15.963922
52	13.267323	14.618176	8.630974	0.25362518	96.62009
53	13.122588	13.65328	8.571037	0.1932183	38.219265
54	14.328708	13.798015	8.630974	0.07449716	11.280905
