54.472,53.155,29.455
53.374,45.906,33.273
37.12,44.369,31.818
41.513,39.536,32
61.062,45.467,33.636
58.206,63.478,33.091
47.004,33.167,32.364
51.178,55.131,34
68.091,50.299,33.455
50.958,60.842,33.455
46.565,38.438,33.455
66.553,45.467,33.636
58.206,49.86,34.727
59.744,32.068,33.818
63.039,54.033,34.727
59.964,53.594,35.273
65.674,35.144,34.364
40.635,51.397,34.182
43.929,45.687,35.636
38.658,46.346,34.182
70.287,37.56,34.909
52.056,38.878,36.182
47.444,43.49,36
55.79,39.536,36.909
59.744,37.999,36.545
65.016,39.536,36.545
54.033,44.369,38.364
79.732,49.201,36
59.964,41.953,37.636
47.004,52.276,37.636
45.028,63.258,36.909
72.923,42.392,37.091
45.247,59.085,36.545
51.178,48.542,38.364
41.733,55.79,36.545
75.559,47.663,37.091
49.86,53.594,38.909
53.814,53.374,38.909
69.189,43.929,38.182
59.085,52.935,40.182
50.519,62.38,38.364
60.183,46.785,39.273
64.796,52.496,40.182
50.958,58.206,38.545
63.258,43.051,39.091
71.605,50.958,38.545
59.305,63.698,39.273
73.801,53.155,38.545
55.131,59.085,39.636
54.033,63.917,39.091
73.142,65.016,38.727
68.091,48.103,39.455
68.53,68.31,38.545
65.235,69.848,38.364
55.571,49.64,39.818
65.235,47.004,39.818
64.137,57.767,40.727
58.206,57.987,40.364
68.969,55.131,40.727
69.408,58.646,40.182
65.455,65.455,40.182
66.114,62.16,40.364
70.507,63.258,40
