0,0,0
54.588,51.827,12.193
53.364,60.185,12.003
51.603,57.536,12.352
53.065,41.594,13.104
47.288,43.046,15.236
34.364,41.836,15.644
48.721,48.179,16.453
39.52,38.394,16.305
43.675,35.202,16.704
52.634,62.806,17.237
60.975,49.021,18.034
47.342,60.348,17.6
47.983,55.868,17.887
53.389,49.845,17.95
55.601,48.59,18.121
38.815,42.28,18.023
35.979,46.606,17.889
56.557,54.056,18.644
55.218,59.888,17.863
48.791,36.546,18.502
55.362,35.364,19.108
43.374,41.158,18.975
53.927,38.952,19.589
40.757,47.915,19.899
59.93,38.466,19.869
38.568,52.493,19.958
36.561,57.803,19.6
63.785,40.493,20.024
43.797,45.753,20.773
59.39,42.191,21.104
41.76,63.044,20.517
47.783,41.661,21.103
49.835,46.697,21.838
51.268,42.56,21.979
46.67,50.314,21.907
44.21,54.237,22.051
55.953,44.704,22.493
69.953,49.494,21.772
39.107,56.785,21.353
42.516,59.651,21.929
66.15,44.925,22.235
55.483,49.247,23.575
50.336,64.114,22.313
50.175,68.75,21.501
61.597,68.605,21.708
60.985,49.86,23.408
50.399,53.843,23.045
59.628,53.772,23.383
54.806,63.784,22.581
54.657,54.132,24.183
52.269,59.615,23.199
46.187,59.591,23.025
46.488,62.508,22.833
62.78,46.136,22.839
65.548,63.866,22.489
68.535,58.753,22.43
63.717,58.396,23.913
58.301,58.896,23.95
59.923,64.106,23.733
