37.34,94.229,15.918
42.392,94.668,17.755
19.329,53.594,18.776
48.322,95.107,18.98
40.635,77.975,19.184
42.612,65.894,19.388
35.583,87.42,20.204
40.635,89.836,19.796
53.594,93.13,20.408
31.19,82.587,20.408
43.71,90.275,20.816
58.865,93.57,20.408
26.358,73.362,21.633
21.745,59.524,21.225
41.074,85.223,22.857
29.433,74.68,22.653
64.357,89.177,22.041
23.063,52.935,22.245
27.895,66.773,23.061
49.64,88.078,23.061
50.738,70.287,22.857
47.883,70.946,22.857
32.288,79.293,22.857
53.155,87.2,23.265
38.658,62.38,22.653
46.126,66.553,23.878
33.826,75.119,24.286
36.022,80.171,23.674
58.426,88.078,23.061
25.04,58.426,23.061
25.479,62.38,23.061
41.733,62.819,23.265
29.213,51.397,24.286
45.247,85.003,24.49
51.178,61.501,24.898
42.392,80.171,24.898
55.571,66.553,24.49
30.751,68.53,24.898
36.022,71.385,25.51
62.599,86.761,24.49
28.774,56.889,24.898
47.883,61.282,24.898
39.976,73.582,26.531
60.403,82.368,25.918
66.992,82.807,25.102
31.849,62.38,26.327
45.247,73.362,27.551
47.224,78.853,26.531
50.519,82.148,26.531
56.889,82.807,26.735
49.64,47.883,26.531
58.206,51.837,26.122
36.461,66.992,27.347
32.947,51.617,26.939
31.849,55.79,26.939
34.924,59.524,27.551
64.576,77.316,26.735
37.12,41.294,27.143
56.23,77.316,28.163
35.802,48.322,27.551
45.247,65.016,29.796
67.651,74.241,27.959
60.183,76.657,28.163
52.715,46.785,27.347
48.762,69.848,29.388
48.542,74.241,29.184
52.715,74.68,29.184
38.219,53.155,28.776
41.294,41.074,28.571
51.397,67.651,29.592
43.051,60.183,29.184
39.756,47.663,28.571
44.149,68.53,29.592
61.94,73.582,29.592
62.38,69.628,29.592
56.669,70.287,30
39.317,57.328,30.408
39.097,63.698,29.796
45.028,49.86,30
48.542,61.94,30.408
45.906,55.351,30.612
45.687,45.247,30.204
72.044,51.617,30.204
66.773,62.16,31.02
58.426,63.698,30.612
53.155,63.478,31.225
63.917,65.674,30.612
53.594,49.421,32.041
56.889,56.01,32.041
59.085,44.369,31.429
59.964,53.374,32.245
50.08,53.374,31.837
50.519,57.328,32.041
60.623,59.964,31.837
51.397,43.27,31.02
68.31,53.814,31.225
63.698,56.01,31.225
64.796,47.224,31.225
57.328,47.444,32.041
55.351,60.403,32.449
62.819,50.519,32.245
