0,0,0
40.962,59.589,31.162
45.418,58.157,33.038
23.404,50.926,32.208
28.65,47.739,33.979
43.015,46.443,34.304
40.394,51.79,35.312
39.312,60.194,35.848
42.2,52.652,35.982
47.236,71.02,36.661
30.549,52.04,36.298
41.113,68.971,35.603
46.322,30.708,36.267
34.23,47.324,37.344
49.695,47.915,37.925
43.633,63.027,37.356
46.752,53.479,37.89
48.815,53.422,37.964
33.331,72.189,37.177
40.229,39.346,38.067
33.613,58.478,38.729
38.522,43.201,38.519
54.46,45.573,37.852
36.506,51.71,39.152
32.781,66.794,38.086
49.356,60.031,39.38
39.404,47.65,39.604
50.501,66.206,38.272
53.905,56.294,39.687
43.575,42.349,40.234
37.779,59.669,40.849
60.122,53.72,40.124
38.446,65.332,40.682
38.216,70.939,40.539
43.259,48.965,41.201
39.553,54.398,40.807
55.333,35.583,40.559
61.936,37.009,40.372
47.754,39.431,40.783
42.364,60.41,41.999
47.948,44.756,42.01
44.193,66.244,42.554
52.294,40.512,41.951
48.811,49.074,43.567
42.986,74.716,42.533
43.818,55.081,43.178
44.337,71.446,42.981
48.153,51.816,44.218
60.61,39.399,42.849
56.142,41.844,43.305
52.066,46.119,44.101
48.538,55.906,44.497
49.633,69.288,44.291
65.17,44.502,44
48.684,60.123,44.889
48.149,64.505,44.596
49.924,73.178,44.202
61.061,43.263,44.475
57.624,46.26,44.832
67.34,50.189,44.377
54.284,51.143,45.337
58.287,52.193,45.532
56.861,56.844,46.028
56.97,73.42,44.82
52.862,56.089,46.138
53.682,61.42,46.051
61.793,48.287,45.284
71.632,53.387,44.704
54.431,65.332,46.447
63.07,54.193,45.791
57.079,68.94,46.171
59.804,60.213,46.651
66.692,58.078,45.925
61.489,64.3,47.105
