49.201,62.38,13.778
45.687,57.767,13.333
48.762,50.299,13.556
28.774,50.519,14.222
43.71,47.004,16.444
31.41,46.565,16
44.369,63.917,17.333
34.924,44.588,17.556
45.247,51.837,17.333
34.045,72.703,16.667
50.08,64.796,18
31.629,50.958,17.556
43.71,60.403,18
38.878,40.195,18.222
43.929,36.022,18
52.496,58.426,21.111
40.635,75.778,18.444
56.23,52.935,20.222
49.64,53.594,19.556
34.045,56.23,19.556
33.826,61.282,19.333
49.421,37.12,19.111
37.999,46.126,20
57.767,47.224,19.111
55.351,65.455,20
36.022,70.067,19.111
36.461,51.837,20.667
57.328,60.842,20.444
43.27,41.953,20
44.149,75.559,20
44.149,47.004,22.444
37.12,65.455,21.111
48.542,77.535,19.778
60.623,52.935,20.222
40.854,71.166,20.667
43.49,51.178,23.333
38.878,58.646,22.222
38.878,50.299,22
48.981,44.149,22.222
42.172,55.131,22.889
41.513,64.357,22.889
46.126,71.605,22
50.08,40.415,22.444
45.028,57.987,24.222
59.964,41.513,22.444
56.23,44.369,23.333
53.814,47.004,23.778
47.004,63.478,23.778
45.467,67.651,23.556
48.762,67.212,24
56.669,71.825,23.778
63.258,71.385,23.111
51.397,72.484,23.111
49.64,53.594,25.333
49.64,49.201,24.889
48.981,57.987,25.556
54.033,58.206,25.778
57.548,49.64,25.111
58.206,61.721,25.556
52.935,62.819,25.333
54.472,66.992,25.111
59.964,66.992,24.667
64.357,54.033,25.111
66.553,65.235,24.222
55.131,53.814,26
59.964,57.328,24.889
62.16,62.38,24.667
