0,0,0
19.867,40.144,25.308
39.401,37.271,27.084
24.395,38.817,27.425
35.331,28.565,28.12
42.635,50.967,28.839
22.424,44.237,28.011
36.174,43.139,28.463
29.276,36.501,29.128
34.124,33.305,29.501
45.453,37.079,30.074
55.219,21.201,29.814
29.219,40.146,30.48
32.134,53.949,30.103
26.343,44.426,30.734
40.144,30.634,31.464
33.737,55.438,31.108
35.683,37.648,32.267
36.695,50.245,31.205
49.393,40.683,31.73
44.52,44.856,32.376
32.044,43.626,32.865
44.576,27.767,32.106
28.982,48.999,32.786
39.782,33.618,33.329
40.243,55.633,33.1
28.915,53.951,33.801
50.165,29.249,33.669
46.204,32.461,34.181
40.934,37.503,34.554
45.7,51.797,34.503
35.72,46.325,35.108
28.778,59.051,33.898
28.172,63.744,34.072
44.493,35.643,35.282
44.603,65.905,34.881
39.305,41.661,35.352
47.941,53.058,35.021
41.23,46.517,36.87
54.857,30.759,35.364
52.598,48.379,35.542
33.851,52.062,35.974
43.484,59.199,34.645
66.427,32.307,35.655
50.129,36.109,36.8
32.998,59.564,36.16
46.574,39.294,37.179
37.941,53.32,37.171
33.67,66.904,36.708
60.969,32.697,36.867
45.529,42.595,38.212
45.618,47.392,39.04
56.906,36.285,37.652
36.138,58.207,38.074
64.857,36.012,37.565
41.587,52.672,38.647
46.436,52.071,40.248
52.802,41.168,38.98
36.582,63.89,38.768
61.153,38.503,39.16
40.733,57.773,39.801
42.148,61.552,39.954
57.253,42.473,39.937
51.145,48.084,40.75
40.225,69.709,40.041
45.998,57.508,41.244
41.656,65.752,40.52
66.575,40.726,39.554
55.735,48.545,41.406
51.921,53.475,42.033
61.469,47.588,41.334
48.385,62.867,42.241
58.912,52.341,42.602
48.618,67.996,42.625
53.606,58.302,43.194
62.742,55.963,43.523
57.734,62.585,43.95
57.56,68.881,43.757
59.386,57.947,44.229
53.699,63.144,44.023
54.347,67.548,44.332
