Cell id	x	y	z	Boa volume	Mean cell intensity
0	15.534828	13.84626	2.591552	0.0891295	6.133307
1	14.762911	13.315567	3.0557106	0.29997927	21.0212
2	13.556791	13.3638115	3.0943904	0.8190911	90.71991
3	12.061202	13.219077	3.3651495	0.97853386	79.491936
4	13.026098	14.569932	3.9453478	0.86212534	6.1757007
5	13.65328	12.495405	4.177427	0.54567057	29.566992
6	15.05238	14.425198	4.0227075	0.23299712	15.048141
7	14.183973	13.84626	4.3321466	0.5805121	54.798393
8	11.916468	14.5216875	3.9453478	0.021517122	6.020928
9	12.447161	13.74977	4.486866	0.6783745	75.19933
10	11.289285	13.219077	4.525546	0.2368684	32.309105
11	11.964712	12.688384	4.448186	0.24227019	44.17072
12	12.302426	15.390094	4.9510245	0.5562041	51.358242
13	13.219077	14.762911	5.144424	0.54828143	62.584908
14	10.758593	14.376953	4.9123445	0.24587138	16.310692
15	14.5216875	12.591895	5.183104	0.37128288	38.56527
16	10.469123	17.030416	5.105744	0.15269053	14.03114
17	14.859401	14.376953	5.028384	0.13090332	10.810791
18	13.508546	13.508546	5.2604637	0.4067546	74.128006
19	11.916468	13.65328	5.183104	0.40171295	50.99953
20	15.004135	17.46462	5.0670643	0.029349715	7.4325204
21	16.837439	15.1488695	5.183104	0.07724556	9.262216
22	12.833118	12.398915	5.2217836	0.11352757	12.402765
23	13.798015	17.56111	5.2217836	0.09660197	15.605686
24	16.982172	14.183973	5.2217836	0.045194957	5.2071753
25	9.648962	13.65328	5.453863	0.22885574	26.781864
26	10.372634	15.872541	5.415183	0.1069554	24.7574
27	13.894505	16.789192	5.531223	0.09381105	16.696644
28	9.986675	14.473442	5.5699024	0.1958148	35.877365
29	16.16201	16.017277	5.453863	0.029709833	9.718181
30	11.434019	16.451479	5.5699024	0.1145179	23.707367
31	10.613857	10.613857	5.4925427	0.032770846	8.6730585
32	12.64014	16.35499	5.685942	0.21652167	30.609426
33	14.811156	16.113766	5.5699024	0.038172632	5.4717
34	16.451479	13.3638115	5.685942	0.21877241	24.330587
35	14.280463	14.811156	6.034061	0.4299823	143.7142
36	11.289285	15.245359	5.763302	0.35372707	75.83301
37	13.412057	15.679563	5.801982	0.35903883	61.35001
38	15.679563	14.907645	5.7246222	0.20670842	18.827322
39	10.13141	12.54365	5.7246222	0.06995315	9.517363
40	14.5216875	10.662103	5.763302	0.07202384	9.887487
41	15.438338	13.65328	5.9180217	0.24055962	51.71923
42	10.613857	13.65328	5.8793416	0.07958634	6.24658
43	13.122588	14.425198	6.188781	0.4919228	151.22676
44	13.122588	10.806837	5.9180217	0.20004621	13.168628
45	12.398915	11.626999	5.9953814	0.2592858	61.249447
46	14.811156	11.578753	5.9180217	0.1350447	26.517767
47	13.122588	13.122588	6.188781	0.52307314	143.38887
48	11.916468	12.977854	6.1501007	0.3417531	107.30384
49	13.990994	13.894505	6.072741	0.30502096	131.36575
50	15.197115	12.398915	5.9953814	0.10155361	31.03433
51	14.280463	12.447161	6.1501007	0.3088022	67.50824
52	12.012958	14.473442	6.072741	0.31951573	98.4749
53	13.074343	12.061202	6.188781	0.19086316	57.01548
54	10.999816	12.254181	6.072741	0.050326657	13.171732
