t plant id layer m.vol n.vol expr m.x m.y m.z n.x n.y n.z d2t circ age
0 15 2 L1 23.6694773058 NA NA 58.6657149485 16.565257732 0.588841722256 NA NA NA NA 9 0
0 15 3 L1 110.467129985 NA NA 62.7859797011 18.3132053021 1.34046907484 NA NA NA NA 8 0
0 15 4 L1 23.5977081205 NA NA 42.8358452889 20.7546817336 0.657238442822 NA NA NA NA 9 0
0 15 5 L1 10.3204088434 NA NA 38.8999455841 22.7747558901 0.461752433936 NA NA NA NA 9 0
0 15 6 L2 25.5354761231 NA NA 62.5959504609 22.7754124845 0.898257448004 NA NA NA NA 7 0
0 15 7 L2 18.4446806173 NA NA 67.2462248949 22.9461664008 0.492412451362 NA NA NA NA 7 0
0 15 8 L2 63.3291290922 NA NA 58.8679527924 23.6497615367 1.31329329102 NA NA NA NA 7 0
0 15 9 L2 18.5882189878 NA NA 49.6918952896 24.0667825753 0.667760617761 NA NA NA NA 8 0
0 15 10 L2 107.050916766 NA NA 53.9800418175 25.5174231992 1.73096004291 NA NA NA NA 7 0
0 15 11 L2 38.4969909849 NA NA 71.6229962323 24.6460377069 0.901099925429 NA NA NA NA 7 0
0 15 12 L1 88.0033749919 NA NA 34.632164465 27.5599459134 1.18585875061 NA NA NA NA 8 0
0 15 13 L2 130.447671167 NA NA 46.5484831448 27.6871863105 2.13366527289 NA NA NA NA 7 0
0 15 14 L1 146.466553322 NA NA 85.4045720776 27.8629929611 1.77163367307 NA NA NA NA 8 0
0 15 15 L3+ 28.320120512 NA NA 59.7383391384 27.5508671186 0.648631525596 NA NA NA NA 6 0
0 15 16 L2 88.6062361482 NA NA 76.7049032334 28.0833981427 1.52725579135 NA NA NA NA 8 0
0 15 17 L2 24.5881228774 NA NA 40.8373620403 28.3843760566 0.67469352014 NA NA NA NA 8 0
0 15 18 L3+ 24.4732921809 NA NA 50.7722401818 29.2638075279 0.528592375367 NA NA NA NA 7 0
0 15 19 L3+ 86.4818682639 NA NA 56.047877351 30.3809151029 1.63394190871 NA NA NA NA 6 0
0 15 20 L3+ 16.5643279629 NA NA 71.3186846837 30.445847344 0.570407279029 NA NA NA NA 7 0
0 15 21 L1 37.4922223909 NA NA 90.8427066998 31.2561805398 0.738131699847 NA NA NA NA 8 0
0 15 22 L3+ 127.232411667 NA NA 66.8502602155 31.9638949064 2.40774481047 NA NA NA NA 6 0
0 15 23 L2 47.0949393816 NA NA 82.3258276943 31.1668932124 0.994666260286 NA NA NA NA 7 0
0 15 24 L1 23.6838311428 NA NA 28.2906895545 31.8732968576 0.622272727273 NA NA NA NA 9 0
0 15 25 L2 88.4483439406 NA NA 39.1146794945 32.0700684891 1.70845504706 NA NA NA NA 7 0
0 15 26 L3+ 40.5352358469 NA NA 46.3604115297 32.886310255 0.874734419263 NA NA NA NA 6 0
0 15 27 L3+ 110.280530103 NA NA 51.8305365046 33.486001327 2.26711571001 NA NA NA NA 6 0
0 15 28 L3+ 16.6935124964 NA NA 57.1639389338 34.6018070163 0.617368873603 NA NA NA NA 5 0
0 15 29 L3+ 64.7214512866 NA NA 79.5131210013 35.3394128831 1.12913062763 NA NA NA NA 7 0
0 15 30 L3+ 11.0093930221 NA NA 64.8366324641 35.3399322425 0.647653194263 NA NA NA NA 5 0
0 15 31 L1 15.4447286725 NA NA 94.2657880669 35.6834836152 0.540659851301 NA NA NA NA 8 0
0 15 32 L3+ 98.5534452282 NA NA 74.9382127483 36.4181646162 1.81976405476 NA NA NA NA 6 0
0 15 33 L2 14.6839753085 NA NA 89.0016305816 36.3615176931 0.404936461388 NA NA NA NA 7 0
0 15 34 L2 52.8077665299 NA NA 33.7543872438 35.397368486 1.09690133188 NA NA NA NA 8 0
0 15 35 L3+ 9.78931687236 NA NA 54.550708739 36.2373769795 0.557551319648 NA NA NA NA 5 0
0 15 36 L3+ 50.8412908532 NA NA 52.0479363707 38.715140806 1.04848955392 NA NA NA NA 5 0
0 15 37 L3+ 22.5498780154 NA NA 69.4814864258 39.6983028262 0.666613621897 NA NA NA NA 6 0
0 15 38 L3+ 70.4916937832 NA NA 61.1735972796 40.2750805528 1.38612298921 NA NA NA NA 5 0
0 15 39 L3+ 44.7696177784 NA NA 44.3138710853 39.7019545479 0.999599230523 NA NA NA NA 6 0
0 15 40 L3+ 28.4780127196 NA NA 38.3297042944 39.8708973463 0.806325604839 NA NA NA NA 7 0
0 15 41 L2 111.199175675 NA NA 29.837835952 41.4825001652 1.78862785594 NA NA NA NA 8 0
