t plant id layer m.vol n.vol expr m.x m.y m.z n.x n.y n.z d2t circ age
0 13 2 L1 132.988435485 NA NA 35.1302284241 14.2462400502 1.54083838281 NA NA NA NA 9 0
0 13 3 L1 25.5828086441 NA NA 54.7205615742 14.9971342115 0.592682270648 NA NA NA NA 8 0
0 13 4 L1 8.37766700654 NA NA 63.5566726342 16.3038709648 0.368874732997 NA NA NA NA 8 0
0 13 5 L2 3.13459688332 NA NA 39.2904129596 16.4582195291 0.301909418729 NA NA NA NA 9 0
0 13 6 L1 80.7123556234 NA NA 68.2757111486 19.167238679 1.34728347177 NA NA NA NA 7 0
0 13 7 L1 75.2022122231 NA NA 22.3980457159 19.3389459533 1.26149215904 NA NA NA NA 10 0
0 13 8 L2 62.5794857603 NA NA 43.5678951134 19.170976122 1.07474919755 NA NA NA NA 8 0
0 13 9 L2 76.5797480732 NA NA 36.2462549339 19.2629700404 1.03473760477 NA NA NA NA 8 0
0 13 10 L2 42.4365380751 NA NA 49.2890197963 19.8628056592 0.959173196248 NA NA NA NA 8 0
0 13 11 L2 57.7299973085 NA NA 55.4050323423 21.3673336109 1.08837192667 NA NA NA NA 7 0
0 13 12 L2 26.7354406819 NA NA 65.1265255284 21.9027259043 0.786079080203 NA NA NA NA 7 0
0 13 13 L2 122.600690656 NA NA 61.6338845855 24.2741643333 1.86633277065 NA NA NA NA 7 0
0 13 14 L2 95.274877467 NA NA 67.7917782288 24.9348431388 2.24799798173 NA NA NA NA 6 0
0 13 15 L2 133.494469062 NA NA 30.8152913331 24.0915889691 1.93139790204 NA NA NA NA 8 0
0 13 16 L1 91.4515126586 NA NA 16.7526830933 26.8293298809 1.55848606791 NA NA NA NA 10 0
0 13 17 L2 147.62123977 NA NA 25.7933614664 27.653469302 1.54408397145 NA NA NA NA 8 0
0 13 18 L3+ 48.1294158228 NA NA 49.9548988099 27.7580401183 1.27580103666 NA NA NA NA 7 0
0 13 19 L2 122.685029586 NA NA 76.6560999874 28.4662784722 2.02706703192 NA NA NA NA 6 0
0 13 20 L3+ 84.3810990608 NA NA 53.8854338872 28.4983383975 1.55905725731 NA NA NA NA 6 0
0 13 21 L3+ 144.402303957 NA NA 65.7847786435 29.4083853558 1.92112943754 NA NA NA NA 6 0
0 13 22 L3+ 34.5649046461 NA NA 46.4879409902 29.3174165758 1.26402951914 NA NA NA NA 7 0
0 13 23 L3+ 70.0434810295 NA NA 58.9457708649 29.6803786544 1.24365970477 NA NA NA NA 6 0
0 13 24 L3+ 72.4893099878 NA NA 39.1745666744 32.0888021796 1.01882983545 NA NA NA NA 6 0
0 13 25 L2 27.5507170014 NA NA 85.6259312398 31.2021518393 0.786550213306 NA NA NA NA 7 0
0 13 26 L2 55.4106767446 NA NA 22.0217247894 33.0729485134 1.21093903025 NA NA NA NA 9 0
0 13 27 L3+ 130.134968367 NA NA 45.7501334959 34.9650514755 2.20537315109 NA NA NA NA 6 0
0 13 28 L3+ 33.2154817726 NA NA 51.4514145324 34.7055405036 0.814447146171 NA NA NA NA 6 0
0 13 29 L3+ 74.0214672088 NA NA 70.8215212657 35.1972411897 1.52355336405 NA NA NA NA 6 0
0 13 30 L3+ 98.9576773927 NA NA 35.3616601321 36.6141250142 1.08882789762 NA NA NA NA 6 0
0 13 31 L2 26.3840284753 NA NA 90.2868554049 35.1067251332 0.734332844715 NA NA NA NA 7 0
0 13 32 L1 12.046410444 NA NA 12.6201893291 36.0051594224 0.554775450648 NA NA NA NA 10 0
0 13 33 L3+ 151.796016785 NA NA 56.810322347 36.2903895824 2.44299665746 NA NA NA NA 5 0
0 13 34 L3+ 19.074654577 NA NA 38.6369917207 36.4707449853 0.765855222346 NA NA NA NA 6 0
0 13 35 L2 14.7311997028 NA NA 20.244037896 36.3611189695 0.505527522606 NA NA NA NA 9 0
0 13 36 L2 175.720159813 NA NA 26.1441988649 35.9307494 2.18456949056 NA NA NA NA 8 0
0 13 37 L3+ 106.92770624 NA NA 75.789874858 36.8487046937 1.997543149 NA NA NA NA 6 0
0 13 38 L3+ 84.8309066854 NA NA 81.5681620423 36.9545886338 1.37107925051 NA NA NA NA 6 0
0 13 39 L3+ 25.9342208508 NA NA 66.7531025664 37.3751347127 0.868749968102 NA NA NA NA 6 0
0 13 40 L3+ 33.3138771904 NA NA 48.8100810169 37.6571654557 1.0755600054 NA NA NA NA 6 0
0 13 41 L1 89.0337966769 NA NA 98.6838148445 39.4955051476 1.5942746437 NA NA NA NA 8 0
0 13 42 L3+ 30.2495627484 NA NA 31.3794325813 38.3759233527 0.552098866556 NA NA NA NA 7 0
0 13 43 L3+ 69.0173573861 NA NA 85.5217167912 39.151480553 1.44279900737 NA NA NA NA 6 0
0 13 44 L1 71.758372598 NA NA 13.7940324055 39.7330954182 1.11337247372 NA NA NA NA 9 0
0 13 45 L3+ 58.7280079754 NA NA 52.0151516228 39.8864344854 1.14611195402 NA NA NA NA 6 0
0 13 46 L2 59.079420182 NA NA 20.9593287176 40.6033689115 1.0086419305 NA NA NA NA 8 0
0 13 47 L3+ 15.8135492993 NA NA 29.2068320933 40.0729996089 0.636752458673 NA NA NA NA 7 0
0 13 48 L3+ 115.881689265 NA NA 61.5745734201 41.6247354203 1.62534002929 NA NA NA NA 5 0
0 13 49 L3+ 49.3804432785 NA NA 69.4989222531 40.4750182394 1.24947263406 NA NA NA NA 5 0
0 13 50 L3+ 73.76845042 NA NA 42.0098332631 41.0134768359 0.886403501217 NA NA NA NA 5 0
0 13 51 L2 117.596580833 NA NA 25.2637728688 42.2950262186 1.51923105494 NA NA NA NA 7 0
0 13 52 L3+ 54.1315363124 NA NA 76.882753168 42.2235105167 1.12919040277 NA NA NA NA 5 0
0 13 53 L3+ 62.6919376664 NA NA 57.4646197309 43.616323315 1.49576904563 NA NA NA NA 5 0
0 13 54 L3+ 161.087355528 NA NA 86.4606191728 43.4188861732 2.76934099776 NA NA NA NA 6 0
0 13 55 L3+ 99.7307842473 NA NA 35.9393118034 43.9070931268 1.61995994633 NA NA NA NA 6 0
0 13 56 L3+ 18.5545645111 NA NA 91.1364760909 43.7277407083 0.512269588541 NA NA NA NA 7 0
0 13 57 L2 41.4947533613 NA NA 97.310963252 44.3347004387 1.0158582518 NA NA NA NA 8 0
0 13 58 L1 78.5476564305 NA NA 15.4549102183 45.0606127246 1.33521252833 NA NA NA NA 9 0
0 13 59 L3+ 47.3844219447 NA NA 81.4117374058 44.9979341842 0.88675928114 NA NA NA NA 5 0
0 13 60 L1 24.9643231604 NA NA 104.703120225 45.5505956306 0.511698138817 NA NA NA NA 9 0
0 13 61 L3+ 42.0288999154 NA NA 31.7357645987 45.5249266689 1.00474903791 NA NA NA NA 6 0
0 13 62 L3+ 21.6891613944 NA NA 73.7049838918 45.6709606416 0.551997783563 NA NA NA NA 5 0
0 13 63 L3+ 12.6508394394 NA NA 85.4238124556 47.0718342722 0.657480644486 NA NA NA NA 6 0
0 13 64 L3+ 74.190145068 NA NA 57.260176402 48.0721351412 0.936656369152 NA NA NA NA 5 0
0 13 65 L3+ 88.724553935 NA NA 65.8273501608 48.4161619875 0.846634157519 NA NA NA NA 5 0
0 13 66 L3+ 56.7882125947 NA NA 34.9875858812 48.5097008861 1.43759672577 NA NA NA NA 5 0
0 13 67 L2 80.5999037173 NA NA 99.4090926012 49.7734763568 1.26769847416 NA NA NA NA 8 0
0 13 68 L3+ 160.300192186 NA NA 88.4574786189 49.4634151609 2.34196578199 NA NA NA NA 6 0
0 13 69 L2 19.0043721356 NA NA 22.325844057 48.9707839349 0.597204114153 NA NA NA NA 7 0
0 13 70 L3+ 201.03589518 NA NA 50.7423882974 51.1771365589 2.02623604195 NA NA NA NA 5 0
0 13 71 L3+ 96.3572270635 NA NA 75.026515043 50.8174303538 1.42156947587 NA NA NA NA 5 0
0 13 72 L1 68.8767925034 NA NA 16.2552859959 51.5170782969 1.07801222184 NA NA NA NA 8 0
0 13 73 L3+ 58.4890476749 NA NA 83.8623707042 50.8505528407 1.16114978518 NA NA NA NA 6 0
0 13 74 L3+ 10.6407616174 NA NA 30.4959941347 51.6375072985 0.439837101056 NA NA NA NA 6 0
0 13 75 L3+ 169.591530929 NA NA 44.8619059623 52.5555235661 2.77777075368 NA NA NA NA 4 0
0 13 76 L2 21.4502010939 NA NA 23.6176226409 52.758009882 0.767352086743 NA NA NA NA 7 0
0 13 77 L3+ 47.7077211748 NA NA 94.0205770654 53.8127705878 0.743840631579 NA NA NA NA 7 0
0 13 78 L3+ 167.736074478 NA NA 65.9498270037 52.3734776464 2.39620208436 NA NA NA NA 4 0
0 13 79 L3+ 28.2254284381 NA NA 33.9577891185 53.0371334935 0.858580742942 NA NA NA NA 5 0
0 13 80 L3+ 84.54977692 NA NA 87.4546946509 55.9302042968 1.3361167076 NA NA NA NA 5 0
0 13 81 L3+ 144.022778774 NA NA 42.6626719896 56.7602004504 2.19411883853 NA NA NA NA 4 0
0 13 82 L2 105.522057413 NA NA 25.6222391035 56.2472193546 1.68566839186 NA NA NA NA 6 0
0 13 83 L3+ 275.507170014 NA NA 59.0601951727 55.0351277324 2.54812540836 NA NA NA NA 4 0
0 13 84 L2 107.630530653 NA NA 99.7855184452 56.8387621529 1.40715375097 NA NA NA NA 8 0
0 13 85 L3+ 13.9440363599 NA NA 29.5842398891 56.8609776663 0.531350616609 NA NA NA NA 6 0
0 13 86 L3+ 30.910217697 NA NA 49.7753034948 56.5478324147 0.578374522232 NA NA NA NA 5 0
0 13 87 L3+ 126.241321117 NA NA 80.4164054849 57.4043208924 1.5314334866 NA NA NA NA 4 0
0 13 88 L3+ 83.3549754174 NA NA 69.7649376349 57.7553772648 1.4043152536 NA NA NA NA 4 0
0 13 89 L1 9.79737232141 NA NA 17.1721791463 56.224955 0.517742166455 NA NA NA NA 8 0
0 13 90 L3+ 14.7171432145 NA NA 54.5569255062 57.4963859265 0.595567642821 NA NA NA NA 5 0
0 13 91 L3+ 97.9877797023 NA NA 34.1404111964 58.6834699663 1.40574578405 NA NA NA NA 5 0
0 13 92 L3+ 169.18389277 NA NA 66.5977004167 58.9083403955 2.73041828688 NA NA NA NA 4 0
0 13 93 L3+ 101.600297187 NA NA 75.5600774087 59.9197287535 1.46604750098 NA NA NA NA 4 0
0 13 94 L1 53.3303164812 NA NA 18.9486582024 58.4726914114 1.13595954361 NA NA NA NA 7 0
0 13 95 L1 26.7635536585 NA NA 106.577706473 60.1748270536 0.552133282692 NA NA NA NA 8 0
0 13 96 L3+ 143.657310079 NA NA 48.228122271 62.1120062025 1.65922584497 NA NA NA NA 5 0
0 13 97 L3+ 97.8191018431 NA NA 29.5874425873 61.5210737771 1.85897274567 NA NA NA NA 6 0
0 13 98 L3+ 185.320741299 NA NA 38.6516406345 61.6992267787 2.50651934434 NA NA NA NA 5 0
0 13 99 L3+ 341.193139681 NA NA 57.8371557681 63.1821803372 3.20051659703 NA NA NA NA 4 0
0 13 100 L3+ 54.8062477492 NA NA 42.2253375532 62.7053833983 1.12753330445 NA NA NA NA 5 0
0 13 101 L2 22.8839628971 NA NA 100.537626376 63.9412921867 0.650700777819 NA NA NA NA 7 0
0 13 102 L1 34.4946222048 NA NA 19.6133762979 63.9744710065 0.790430934851 NA NA NA NA 7 0
0 13 103 L3+ 163.659692881 NA NA 53.5973869634 64.6065468105 1.92641796523 NA NA NA NA 4 0
0 13 104 L3+ 136.924252199 NA NA 64.0798549738 66.7005656283 1.49795523262 NA NA NA NA 4 0
0 13 105 L3+ 532.473832005 0.3068491 17.840815 72.171537023 66.0766336876 5.10017121215 17.454268 15.961468 2.1577435 4.71312565078716 3 0
0 13 106 L3+ 116.458005284 NA NA 91.9189747821 65.5572757658 1.93655404737 NA NA NA NA 6 0
0 13 107 L3+ 156.504940354 NA NA 31.9463997862 65.9965435185 2.18819570667 NA NA NA NA 6 0
0 13 108 L3+ 99.7307842473 NA NA 76.824081327 67.415232766 1.84097179919 NA NA NA NA 4 0
0 13 109 L3+ 170.097564507 NA NA 83.4550075762 67.0796460036 2.48416225582 NA NA NA NA 5 0
0 13 110 L3+ 10.1487845281 NA NA 88.1292022438 66.2704732133 0.589333875873 NA NA NA NA 6 0
0 13 111 L2 59.6838491775 NA NA 25.1915725754 68.2160654557 0.935924627854 NA NA NA NA 7 0
0 13 112 L3+ 47.6233822452 NA NA 42.4750120823 68.2938819554 0.982319341333 NA NA NA NA 5 0
0 13 113 L3+ 106.801197845 NA NA 48.6781436135 68.5386887082 1.25052732184 NA NA NA NA 4 0
0 13 114 L3+ 144.332021515 NA NA 37.5066316474 68.0646616556 2.2270898856 NA NA NA NA 5 0
0 13 115 L3+ 10.570479176 NA NA 93.4033290027 68.6344029255 0.677490283287 NA NA NA NA 6 0
0 13 116 L3+ 12.1869753266 NA NA 79.2641998039 69.2199922549 0.55825986094 NA NA NA NA 5 0
0 13 117 L3+ 99.1544682284 NA NA 59.1194134037 71.1097765374 1.23746754256 NA NA NA NA 4 0
0 13 118 L3+ 18.5123950463 NA NA 54.0703892331 70.2106518603 0.539647403861 NA NA NA NA 5 0
0 13 119 L3+ 11.2170776363 NA NA 94.9977388784 71.0608609712 0.532593253378 NA NA NA NA 6 0
0 13 120 L3+ 118.889777754 NA NA 65.3286302004 72.7102906875 1.67296342758 NA NA NA NA 4 0
0 13 121 L3+ 96.2728881339 NA NA 82.0943590568 72.6083479121 1.91470898057 NA NA NA NA 5 0
0 13 122 L2 89.8350165081 NA NA 97.6590655875 73.2436430707 1.51363101537 NA NA NA NA 6 0
0 13 123 L3+ 264.276035889 NA NA 74.7897283235 72.069860383 3.66769367859 NA NA NA NA 4 0
0 13 124 L3+ 101.97982237 NA NA 46.663493725 73.3387698387 1.6816560045 NA NA NA NA 5 0
0 13 125 L3+ 54.9186996553 NA NA 90.8687297313 72.9326239698 0.99977489821 NA NA NA NA 6 0
0 13 126 L1 16.3055263886 NA NA 24.4512647974 74.6134256595 0.535651665693 NA NA NA NA 8 0
0 13 127 L1 8.34955403001 NA NA 104.149426195 74.0499096296 0.415453974776 NA NA NA NA 8 0
0 13 128 L3+ 39.8360877459 NA NA 30.4008360621 74.5352303687 1.02420567045 NA NA NA NA 7 0
0 13 129 L3+ 285.332655312 NA NA 72.1863943606 76.1883154476 3.3031610567 NA NA NA NA 3 0
0 13 130 L3+ 45.022931916 NA NA 78.7582262082 77.0020719388 0.790566518089 NA NA NA NA 4 0
0 13 131 L3+ 130.022516461 NA NA 36.0645961238 76.9419825681 1.67230009671 NA NA NA NA 6 0
0 13 132 L3+ 107.096384099 NA NA 84.5019799239 76.7184393569 1.83707398171 NA NA NA NA 5 0
0 13 133 L3+ 220.391679523 NA NA 64.8182797831 77.8421245092 2.81919786911 NA NA NA NA 4 0
0 13 134 L2 68.4691543437 NA NA 26.9770776494 78.0887133094 1.56135644255 NA NA NA NA 7 0
0 13 135 L3+ 9.71303339181 NA NA 53.2129085745 77.6373405933 0.510191567122 NA NA NA NA 5 0
0 13 136 L3+ 19.4120102954 NA NA 91.5249486169 78.5687348009 0.586436041461 NA NA NA NA 6 0
0 13 137 L3+ 65.6859696671 NA NA 31.6719958624 79.9147047272 1.25663999987 NA NA NA NA 7 0
0 13 138 L3+ 139.566871993 NA NA 42.2498994894 79.2888424151 2.1943653044 NA NA NA NA 6 0
0 13 139 L3+ 66.740206287 NA NA 58.3126922694 80.723558215 1.27051215538 NA NA NA NA 5 0
0 13 140 L1 121.785414337 NA NA 23.3989689404 80.4897041095 1.95110881575 NA NA NA NA 8 0
0 13 141 L3+ 3.52817855477 NA NA 45.9020240837 80.350260239 0.391128517943 NA NA NA NA 6 0
0 13 142 L3+ 109.317309245 NA NA 52.3900311875 80.899132418 1.58587529455 NA NA NA NA 5 0
0 13 143 L3+ 83.8891219715 NA NA 82.2511008973 81.1690593004 1.47483376501 NA NA NA NA 5 0
0 13 144 L3+ 57.4629240314 NA NA 65.7594880981 82.46864858 1.13565126538 NA NA NA NA 5 0
0 13 145 L3+ 109.204857339 NA NA 35.4194396171 82.3643946608 1.96402041141 NA NA NA NA 7 0
0 13 146 L3+ 108.375524531 NA NA 79.4997195435 84.9116620687 2.13686581127 NA NA NA NA 5 0
0 13 147 L3+ 29.5326818469 NA NA 87.0483316992 83.4403068824 0.742503569729 NA NA NA NA 5 0
0 13 148 L3+ 161.270089876 NA NA 46.911805068 83.4683700344 2.42804567114 NA NA NA NA 5 0
0 13 149 L3+ 18.1047568866 NA NA 70.9887342974 84.9066822748 0.640564503866 NA NA NA NA 5 0
0 13 150 L3+ 38.6412862433 NA NA 39.6546699582 85.6807977756 0.757885593049 NA NA NA NA 6 0
0 13 151 L1 39.0348679147 NA NA 97.5759391916 85.3692935956 0.918541937505 NA NA NA NA 7 0
0 13 152 L1 36.2938527028 NA NA 25.3296812335 85.5917401084 1.05125152986 NA NA NA NA 8 0
0 13 153 L3+ 21.6469919297 NA NA 75.0824266851 85.8136000195 0.731760706337 NA NA NA NA 5 0
0 13 154 L3+ 157.91058918 NA NA 51.5631472979 87.0954026807 2.31712681472 NA NA NA NA 5 0
0 13 155 L2 60.7521422857 NA NA 32.8876299965 86.9814092561 1.40129203628 NA NA NA NA 7 0
0 13 156 L3+ 112.269171781 NA NA 60.0910139076 87.5613871266 2.1381614238 NA NA NA NA 5 0
0 13 157 L3+ 53.8222935705 NA NA 82.5448330504 87.9996569483 0.894118086818 NA NA NA NA 5 0
0 13 158 L3+ 9.95199369233 NA NA 41.5102527966 88.6433355508 0.448838669178 NA NA NA NA 6 0
0 13 159 L3+ 93.9676240583 NA NA 76.3836345423 88.4737794533 2.1613472555 NA NA NA NA 5 0
0 13 160 L2 66.740206287 NA NA 36.2856241491 90.5806269145 1.35749892511 NA NA NA NA 7 0
0 13 161 L3+ 34.8600908997 NA NA 49.7765379677 90.9967914375 0.732883785918 NA NA NA NA 5 0
0 13 162 L2 61.5814750934 NA NA 84.4658462828 91.2247832504 1.567000285 NA NA NA NA 6 0
0 13 163 L2 109.753060381 NA NA 42.1479041016 92.7153846062 1.79690153129 NA NA NA NA 6 0
0 13 164 L3+ 223.32948557 NA NA 64.2305290908 91.1822849377 2.54966498067 NA NA NA NA 4 0
0 13 165 L3+ 23.8116911226 NA NA 57.0757554929 92.1794944421 0.510308900139 NA NA NA NA 5 0
0 13 166 L2 28.5627841565 NA NA 80.86852953 93.120379375 0.877235419725 NA NA NA NA 6 0
0 13 167 L2 144.219569609 NA NA 69.786490847 95.8598257388 1.90896025374 NA NA NA NA 5 0
0 13 168 L2 102.935663572 NA NA 53.7639714646 96.4943642257 1.62465189135 NA NA NA NA 6 0
0 13 169 L1 64.7441849532 NA NA 86.057836497 95.5732987777 1.09834629849 NA NA NA NA 7 0
0 13 170 L2 19.8337049433 NA NA 45.1666633133 96.057425 0.850540747236 NA NA NA NA 7 0
0 13 171 L1 61.5393056286 NA NA 40.9655174052 97.4950634879 1.20335885901 NA NA NA NA 7 0
0 13 172 L2 2.13658621643 NA NA 58.2122572697 99.0823789145 0.22710377639 NA NA NA NA 6 0
0 13 173 L1 122.530408215 NA NA 62.6581267615 101.772382374 1.72208903225 NA NA NA NA 6 0
0 13 174 L1 51.9808936077 NA NA 54.7191760114 101.647430343 0.897920085067 NA NA NA NA 7 0
0 13 175 L1 10.3877448286 NA NA 74.7803072598 101.350984398 0.421397062758 NA NA NA NA 7 0
0 13 176 L3+ 135.70133772 NA NA 73.6702696312 54.3695965988 2.26049953631 NA NA NA NA 4 0
0 13 177 L3+ 115.164808363 NA NA 91.9026618235 56.6074571378 2.05448912224 NA NA NA NA 6 0
0 13 178 L1 124.554542525 NA NA 43.1704510495 14.6844974072 1.888750106 NA NA NA NA 9 0
0 13 179 L3+ 199.784867725 NA NA 45.9761723795 47.2868982928 3.35682049125 NA NA NA NA 4 0
0 13 180 L3+ 199.545907424 NA NA 52.1505776095 74.907807998 3.52081220725 NA NA NA NA 4 0
0 13 181 L3+ 161.565276129 NA NA 70.783863708 89.2320297768 2.1264119788 NA NA NA NA 5 0
0 13 182 L2 151.796016785 NA NA 61.659136784 96.7155501653 1.95292372925 NA NA NA NA 5 0
0 13 183 L1 114.335475556 NA NA 78.9940013646 98.2893424305 1.4445467793 NA NA NA NA 6 0
0 13 184 L1 94.9796912134 NA NA 48.5094308502 15.3034798927 1.50128192372 NA NA NA NA 9 0
0 13 185 L1 148.492742042 NA NA 87.7511230187 30.2846685706 3.69556094643 NA NA NA NA 7 0
0 13 186 L3+ 91.6904729592 NA NA 41.9210538326 29.8146005473 1.64769136473 NA NA NA NA 7 0
0 13 187 L3+ 131.442221775 NA NA 72.0576449636 30.9718338771 2.29478865771 NA NA NA NA 6 0
0 13 188 L3+ 242.179236335 NA NA 51.6339936772 45.218322566 3.36858135328 NA NA NA NA 5 0
0 13 189 L3+ 190.74654577 NA NA 41.0464203117 47.2292112775 3.60767423432 NA NA NA NA 5 0
0 13 190 L2 120.942025041 NA NA 26.9022979027 50.3908061361 2.1961624296 NA NA NA NA 6 0
0 13 191 L3+ 194.345006766 NA NA 33.9279484952 72.3580801743 3.29260110118 NA NA NA NA 6 0
0 13 192 L3+ 174.398849916 NA NA 56.3528824333 84.5037920122 3.64520393308 NA NA NA NA 4 0
0 13 193 L3+ 88.9213447708 NA NA 61.9372957643 34.7749696562 1.62431015871 NA NA NA NA 6 0
0 13 194 L1 109.443817639 NA NA 95.0296594541 35.945912238 2.09346245591 NA NA NA NA 7 0
0 13 195 L2 82.6662074924 NA NA 94.1274214079 41.1782105569 1.6428531858 NA NA NA NA 7 0
0 13 196 L3+ 70.4792321658 NA NA 84.5190061229 61.7707302962 1.96447686591 NA NA NA NA 5 0
0 13 197 L2 157.99492811 NA NA 97.3256865792 67.0398641615 2.46892487819 NA NA NA NA 6 0
0 13 198 L3+ 214.066259803 NA NA 57.747215 77.4943923728 3.60304498838 NA NA NA NA 4 0
0 13 199 L3+ 190.114003798 NA NA 75.7105979109 80.9809231922 2.73024844137 NA NA NA NA 4 0
