t plant id layer m.vol n.vol expr m.x m.y m.z n.x n.y n.z d2t circ age
0 18 2 L1 161.707420076 NA NA 52.5004008435 16.7792844273 1.66526431145 NA NA NA NA 0 0
0 18 3 L1 44.8588361618 NA NA 65.7681591706 15.7732412166 0.857030370149 NA NA NA NA 0 0
0 18 4 L1 142.392367123 NA NA 60.6735919253 16.7349282865 1.87988149517 NA NA NA NA 0 0
0 18 5 L1 190.215839319 NA NA 43.8548450484 18.5211040448 1.62927384168 NA NA NA NA 0 0
0 18 6 L1 38.5552413607 NA NA 74.5643727709 18.100005301 0.803918551772 NA NA NA NA 0 0
0 18 7 L1 93.5806829144 NA NA 36.6218364784 18.46281498 1.0001107322 NA NA NA NA 0 0
0 18 8 L1 27.7298279612 NA NA 29.770093642 19.5174956695 0.486080271051 NA NA NA NA 0 0
0 18 9 L2 31.8623509187 NA NA 55.7450560174 21.2737133224 0.598892542289 NA NA NA NA 1 0
0 18 10 L2 176.785139707 NA NA 60.078179654 22.1626523359 2.24027209944 NA NA NA NA 1 0
0 18 11 L2 70.5822942813 NA NA 72.9777116684 21.9837867162 1.2326031978 NA NA NA NA 1 0
0 18 12 L2 152.379297603 NA NA 67.4440057709 22.6090655679 2.48669561795 NA NA NA NA 1 0
0 18 13 L2 147.243589725 NA NA 51.1779287955 22.7727084365 2.09432038234 NA NA NA NA 1 0
0 18 14 L1 20.6775876968 NA NA 78.6216548407 23.4899043664 0.594077671102 NA NA NA NA 0 0
0 18 15 L1 80.0152271191 NA NA 85.5214362378 24.7910503583 2.09016270368 NA NA NA NA 0 0
0 18 16 L2 189.392329309 NA NA 45.0948269397 26.7282964614 2.68352848886 NA NA NA NA 1 0
0 18 17 L1 51.6864827873 NA NA 24.3502149479 25.9292305968 0.630349914169 NA NA NA NA 0 0
0 18 18 L2 79.7606876616 NA NA 40.5252073662 25.9245707396 1.5177464061 NA NA NA NA 1 0
0 18 19 L1 71.5705062929 NA NA 89.3309283044 27.7258115471 1.53152344061 NA NA NA NA 0 0
0 18 20 L3+ 116.234694634 NA NA 65.4351432855 27.6516574256 1.69862931575 NA NA NA NA 2 0
0 18 21 L3+ 156.436956014 NA NA 71.6829096621 27.608473325 2.16608093807 NA NA NA NA 2 0
0 18 22 L3+ 47.793526378 NA NA 50.1844791635 27.7035326237 0.885450838732 NA NA NA NA 2 0
0 18 23 L2 93.5507370958 NA NA 82.0142164549 28.2008216573 1.40024426673 NA NA NA NA 1 0
0 18 24 L3+ 128.482534414 NA NA 60.6875459952 29.013296818 1.5691311202 NA NA NA NA 2 0
0 18 25 L2 35.815198965 NA NA 35.3167666973 29.0659406104 0.730452226244 NA NA NA NA 1 0
0 18 26 L3+ 29.5565228917 NA NA 56.5050770593 30.0261629331 0.776005829037 NA NA NA NA 2 0
0 18 27 L3+ 179.345507192 NA NA 76.8861280481 31.4432973334 2.4430764325 NA NA NA NA 2 0
0 18 28 L1 54.0372295421 NA NA 22.5252042685 31.9847848601 0.830182428694 NA NA NA NA 0 0
0 18 29 L3+ 19.6145111389 NA NA 43.7932080382 31.5794278779 0.615127826227 NA NA NA NA 2 0
0 18 30 L3+ 109.272291825 NA NA 53.8646508756 32.3289490456 2.09662146208 NA NA NA NA 2 0
0 18 31 L3+ 103.447830121 NA NA 69.839292855 32.2357607425 1.85835259433 NA NA NA NA 3 0
0 18 32 L3+ 6.10894698065 NA NA 64.6191147917 32.33393 0.421853796684 NA NA NA NA 3 0
0 18 33 L2 75.1640045168 NA NA 32.6652046165 33.9312023546 1.20437807446 NA NA NA NA 1 0
0 18 34 L2 197.717266861 NA NA 84.2596847789 34.951490515 2.99920435293 NA NA NA NA 1 0
0 18 35 L3+ 73.8913072292 NA NA 75.5022737893 35.7300681256 1.32024035633 NA NA NA NA 3 0
0 18 36 L1 87.1123861113 NA NA 90.0598619861 36.0090522568 1.56966947594 NA NA NA NA 0 0
0 18 37 L3+ 101.067137548 NA NA 41.3756177459 36.7600648696 1.59413351165 NA NA NA NA 2 0
0 18 38 L3+ 104.630689953 NA NA 67.3037319025 37.6386199599 1.63683092781 NA NA NA NA 4 0
0 18 39 L3+ 10.9451966737 NA NA 46.502682907 37.9594739535 0.364952586899 NA NA NA NA 3 0
0 18 40 L3+ 186.53250364 NA NA 57.6973801577 38.0062702986 3.05603920447 NA NA NA NA 3 0
0 18 41 L3+ 59.8467183374 NA NA 82.0453270153 37.3672908219 1.36471962799 NA NA NA NA 2 0
