t plant id layer m.vol n.vol expr m.x m.y m.z n.x n.y n.z d2t circ age
0 4 2 L1 37.2009033739 NA NA 34.2393526971 2.63366594677 0.734569242364 NA NA NA NA 9 0
0 4 3 L1 58.1326785202 NA NA 61.2450876984 2.92642347132 0.917977978435 NA NA NA NA 8 0
0 4 4 L1 180.627432116 NA NA 18.345603456 5.69502552772 1.87699584135 NA NA NA NA 11 0
0 4 5 L1 79.7412895096 NA NA 58.11944308 5.78213367102 1.15074522821 NA NA NA NA 7 0
0 4 6 L1 5.94111462238 NA NA 65.1717413819 7.16924035865 0.254687937308 NA NA NA NA 7 0
0 4 7 L1 71.3059094656 NA NA 57.5852674389 10.4046990798 1.46715294102 NA NA NA NA 6 0
0 4 8 L1 54.5103533601 NA NA 63.8465159266 10.3025083582 0.990323880394 NA NA NA NA 6 0
0 4 9 L1 27.8004055536 NA NA 16.91273539 11.2101576668 0.519775987474 NA NA NA NA 11 0
0 4 10 L1 73.8377768785 NA NA 31.4611525743 10.6010215303 1.19757742852 NA NA NA NA 8 0
0 4 11 L1 93.0398604259 NA NA 26.5662438475 10.8260917015 1.37805285114 NA NA NA NA 9 0
0 4 12 L1 102.327552272 NA NA 36.5480673953 11.4920985871 1.26236048495 NA NA NA NA 7 0
0 4 13 L2 38.8052550018 NA NA 53.1086989163 15.6521378408 0.944079953658 NA NA NA NA 5 0
0 4 14 L1 72.9227950907 NA NA 38.9560943572 15.9699814395 1.26179530852 NA NA NA NA 7 0
0 4 15 L2 10.7541695063 NA NA 64.2670888811 17.4072757168 0.567386713482 NA NA NA NA 5 0
0 4 16 L2 134.389516838 NA NA 59.952468588 18.5665644758 2.03092709717 NA NA NA NA 4 0
0 4 17 L2 37.9278752053 NA NA 48.1330788483 18.2739299438 0.879925060336 NA NA NA NA 6 0
0 4 18 L1 8.61085600332 NA NA 33.9008139083 19.0558450146 0.354624751136 NA NA NA NA 8 0
0 4 19 L2 123.961231256 NA NA 70.3783901052 19.4049385187 2.00150946728 NA NA NA NA 4 0
0 4 20 L1 134.402050835 NA NA 84.4264447319 20.5745554943 1.67912644595 NA NA NA NA 6 0
0 4 21 L2 69.8268978086 NA NA 43.6537583405 21.0588939553 1.47279731113 NA NA NA NA 6 0
0 4 22 L3+ 17.6353339107 NA NA 65.6415670434 20.8267499609 0.465932303219 NA NA NA NA 4 0
0 4 23 L1 50.0983863832 NA NA 77.4777747348 20.5746975419 0.871959595221 NA NA NA NA 5 0
0 4 24 L3+ 30.0941270218 NA NA 53.7777495169 21.8133480321 0.840392909336 NA NA NA NA 5 0
0 4 25 L2 2.90788732572 NA NA 37.1806051078 22.9679240086 0.36509453082 NA NA NA NA 7 0
0 4 26 L1 69.3380719219 NA NA 90.8646328498 25.3810412862 1.34672067501 NA NA NA NA 6 0
0 4 27 L3+ 25.3688101175 NA NA 46.3162535672 24.6067083745 0.70085921088 NA NA NA NA 5 0
0 4 28 L2 97.8905173012 NA NA 82.2096361402 26.2246498688 2.19913972807 NA NA NA NA 5 0
0 4 29 L3+ 86.6725899024 NA NA 52.1988196565 27.2193630615 1.41191983987 NA NA NA NA 4 0
0 4 30 L3+ 34.4308900162 NA NA 71.3045217929 26.8174281817 1.00465907851 NA NA NA NA 4 0
0 4 31 L2 22.8620106988 NA NA 33.5551643832 27.3975580811 0.645935525211 NA NA NA NA 7 0
0 4 32 L3+ 105.912275441 NA NA 75.8032119166 27.9764549118 1.85914874378 NA NA NA NA 4 0
0 4 33 L3+ 37.1758353797 NA NA 56.6767030765 28.2069510671 1.1041056972 NA NA NA NA 4 0
0 4 34 L3+ 18.1492277916 NA NA 79.2521648101 28.8999188156 0.731499134856 NA NA NA NA 4 0
0 4 35 L3+ 21.4832710185 NA NA 40.5582638186 29.8027097695 0.675290270181 NA NA NA NA 5 0
0 4 36 L3+ 23.2505646087 NA NA 70.4506851752 30.4349801752 0.645967849618 NA NA NA NA 3 0
0 4 37 L3+ 99.9084908332 NA NA 49.8514934255 32.3662418724 1.94293524775 NA NA NA NA 4 0
0 4 38 L2 152.100054731 NA NA 87.826410768 32.0512854681 2.35888792368 NA NA NA NA 5 0
0 4 39 L3+ 42.5278521386 NA NA 75.3981471294 32.5138416873 0.9417373597 NA NA NA NA 3 0
0 4 40 L3+ 91.9368686817 NA NA 82.1861156285 32.5869213183 1.83497338881 NA NA NA NA 4 0
0 4 41 L3+ 188.837200212 NA NA 56.3229005619 33.7494848812 2.37658027043 NA NA NA NA 3 0
0 4 42 L2 80.5685333178 NA NA 29.9143745815 34.1619120411 1.57458683332 NA NA NA NA 6 0
0 4 43 L3+ 186.656284718 NA NA 38.8124167808 35.812836661 1.97103894754 NA NA NA NA 5 0
0 4 44 L3+ 45.7490893917 NA NA 45.4210911603 36.4127488233 1.1405035483 NA NA NA NA 4 0
0 4 45 L3+ 10.5285575586 NA NA 52.6297232143 35.8255803155 0.65439206749 NA NA NA NA 4 0
0 4 46 L2 90.1319731002 NA NA 90.4968641962 36.0493120213 1.82867122947 NA NA NA NA 4 0
0 4 47 L3+ 135.993868466 NA NA 60.8738263585 37.1944095286 2.01294346617 NA NA NA NA 3 0
0 4 48 L3+ 82.0099429835 NA NA 74.9261419746 36.6196759927 1.62621926407 NA NA NA NA 2 0
0 4 49 L3+ 18.5252477044 NA NA 85.3682748072 36.1384165426 0.846924782054 NA NA NA NA 4 0
0 4 50 L3+ 75.3669245239 NA NA 68.8286416473 37.4742637494 1.47878868106 NA NA NA NA 2 0
0 4 51 L3+ 61.5168577355 NA NA 55.4407009291 39.0335666636 1.26587822141 NA NA NA NA 3 0
