t plant id layer m.vol n.vol expr m.x m.y m.z n.x n.y n.z d2t circ age
0 1 2 L1 13.2891800719 NA NA 46.3075937212 9.50330658486 0.604143214772 NA NA NA NA 0 0
0 1 3 L1 134.288170486 NA NA 54.2158064791 9.8290335248 2.12774589155 NA NA NA NA 0 0
0 1 4 L1 171.433973021 NA NA 60.7975500995 10.8405479091 2.48003870744 NA NA NA NA 0 0
0 1 5 L1 154.014851858 NA NA 66.477852927 10.8669706571 2.10470357135 NA NA NA NA 0 0
0 1 6 L1 248.435482128 NA NA 74.6317406019 14.0650833208 2.30591040387 NA NA NA NA 0 0
0 1 7 L2 5.53814450015 NA NA 46.9354876827 14.5234604904 0.453878406709 NA NA NA NA 1 0
0 1 8 L2 83.3680085545 NA NA 53.2714835056 14.9449819859 1.5501747526 NA NA NA NA 1 0
0 1 9 L2 78.9777273375 NA NA 59.5585584867 15.4618525698 1.55200128915 NA NA NA NA 1 0
0 1 10 L2 56.1269644534 NA NA 65.7874323575 15.1774154781 1.10529916978 NA NA NA NA 1 0
0 1 11 L1 46.9085572619 NA NA 82.8193132346 17.0254207735 0.968694667098 NA NA NA NA 0 0
0 1 12 L1 144.914781087 NA NA 33.1059082727 17.1660504268 1.78301886792 NA NA NA NA 0 0
0 1 13 L2 52.3756999095 NA NA 71.102138419 17.5970775393 1.49026336656 NA NA NA NA 1 0
0 1 14 L1 31.4774879709 NA NA 28.1192878013 18.9010458255 0.757057738686 NA NA NA NA 0 0
0 1 15 L3+ 36.2819466612 NA NA 54.5477740492 18.5435595563 0.762649386454 NA NA NA NA 2 0
0 1 16 L2 101.497148243 NA NA 39.1818722645 19.7469324374 1.56635671091 NA NA NA NA 1 0
0 1 17 L3+ 82.9183301549 NA NA 60.3799125944 20.2041163977 1.44421885392 NA NA NA NA 2 0
0 1 18 L3+ 18.6616535828 NA NA 64.8894917424 21.4570285292 0.679855469545 NA NA NA NA 2 0
0 1 19 L2 33.3827043481 NA NA 42.8634191329 21.4736379476 1.08642726719 NA NA NA NA 1 0
0 1 20 L3+ 72.137882207 NA NA 47.8223189466 21.3114616531 1.3870803001 NA NA NA NA 2 0
0 1 21 L2 40.7432297308 NA NA 80.3592599435 21.5839160587 1.24814362201 NA NA NA NA 1 0
0 1 22 L1 22.9099310946 NA NA 22.3208423589 23.6431496681 0.653496803368 NA NA NA NA 0 0
0 1 23 L3+ 219.845402828 NA NA 70.7171442849 23.7784005872 2.66238622676 NA NA NA NA 2 0
0 1 24 L2 40.2935513312 NA NA 30.804005982 23.6062253462 0.847360984124 NA NA NA NA 1 0
0 1 25 L3+ 39.9977102788 NA NA 76.7216272961 23.8966946991 0.927140783745 NA NA NA NA 2 0
0 1 26 L3+ 133.140307203 NA NA 51.4060112786 24.5765016298 2.47535061873 NA NA NA NA 2 0
0 1 27 L2 67.4162590114 NA NA 82.769288591 24.7068095342 1.53619415714 NA NA NA NA 1 0
0 1 28 L3+ 101.733821085 NA NA 43.8997061955 25.4622777276 1.95147934448 NA NA NA NA 2 0
0 1 29 L3+ 11.419464621 NA NA 61.6297896699 26.7785095004 0.464385570437 NA NA NA NA 2 0
0 1 30 L3+ 9.19473990729 NA NA 67.580917961 26.5213272521 0.445423860518 NA NA NA NA 2 0
0 1 31 L2 41.772756593 NA NA 25.8472369401 28.2943420814 0.952434657117 NA NA NA NA 1 0
0 1 32 L3+ 172.096656978 NA NA 39.0579152543 28.9151368645 2.6378507977 NA NA NA NA 2 0
0 1 33 L3+ 92.9532586509 NA NA 76.8283332105 28.8779032382 1.74658371666 NA NA NA NA 2 0
0 1 34 L2 109.10618011 NA NA 33.0350191316 29.3771325839 1.93712397168 NA NA NA NA 1 0
0 1 35 L3+ 96.2075102269 NA NA 47.611575339 29.922662219 1.48322309638 NA NA NA NA 2 0
0 1 36 L3+ 110.360546172 NA NA 53.4361638316 30.3200847419 1.99264179268 NA NA NA NA 2 0
0 1 37 L3+ 187.504058985 NA NA 81.0003887597 31.9630404471 2.85639776848 NA NA NA NA 2 0
0 1 38 L3+ 112.123758844 NA NA 67.6947957667 30.3581037572 1.35160651167 NA NA NA NA 2 0
0 1 39 L2 172.380664388 NA NA 86.7893740934 30.5248099899 2.10149977139 NA NA NA NA 1 0
0 1 40 L3+ 18.5906517302 NA NA 41.7803457962 30.8621652195 0.821409269423 NA NA NA NA 2 0
0 1 41 L3+ 4.92279511124 NA NA 47.7230844555 33.1154963099 0.401533018868 NA NA NA NA 3 0
0 1 42 L3+ 65.7240481919 NA NA 60.8808055625 33.9014265083 1.22491354183 NA NA NA NA 3 0
0 1 43 L3+ 16.5789325742 NA NA 77.7030228381 33.0870684692 0.716065344161 NA NA NA NA 3 0
0 1 44 L3+ 122.454528392 NA NA 53.8721021545 34.7323238558 1.80610600171 NA NA NA NA 3 0
0 1 45 L3+ 30.8148040136 NA NA 82.9597986912 34.5217086493 1.07052285309 NA NA NA NA 2 0
0 1 46 L3+ 108.313326089 NA NA 40.8650633867 35.4667553587 1.97437689262 NA NA NA NA 3 0
0 1 47 L3+ 167.848379466 NA NA 66.5292854888 34.286410578 3.02432717173 NA NA NA NA 3 0
0 1 48 L1 152.121469123 NA NA 17.0656997147 35.8759151246 2.11758144177 NA NA NA NA 0 0
0 1 49 L1 98.3138985197 NA NA 96.9858009424 36.1198922112 1.55344927826 NA NA NA NA 0 0
0 1 50 L3+ 161.907891135 NA NA 71.5115379595 36.2801720162 2.30164821981 NA NA NA NA 3 0
0 1 51 L3+ 83.1431693547 NA NA 27.862356557 36.7442150228 1.89607334483 NA NA NA NA 2 0
0 1 52 L2 16.7327699214 NA NA 24.3496052803 37.1223792864 0.769501748018 NA NA NA NA 1 0
0 1 53 L3+ 34.4358984945 NA NA 68.7265208686 38.4929655747 0.968657200285 NA NA NA NA 3 0
0 1 54 L3+ 146.038977086 NA NA 85.6663201917 37.7867764275 2.20887882545 NA NA NA NA 2 0
0 1 55 L3+ 48.4350970921 NA NA 37.006753032 38.9954366948 1.26327047098 NA NA NA NA 2 0
0 1 56 L1 42.3644386977 NA NA 13.8953786483 39.9922150555 1.01038789923 NA NA NA NA 0 0
0 1 57 L2 21.6555650326 NA NA 18.5796241195 40.2549520659 0.796968759666 NA NA NA NA 1 0
0 1 58 L2 161.706719219 NA NA 22.0007793811 40.3691277676 2.36209431891 NA NA NA NA 1 0
0 1 59 L1 70.2444994719 NA NA 98.8181424152 41.2792238079 1.24405927376 NA NA NA NA 0 0
0 1 60 L3+ 15.3600674384 NA NA 62.184496929 41.2618415066 0.646844201529 NA NA NA NA 3 0
0 1 61 L3+ 154.547365752 NA NA 28.4966380239 41.6589989006 2.37393019157 NA NA NA NA 2 0
0 1 62 L3+ 211.55001972 NA NA 41.4455291527 42.5706968249 2.16585029146 NA NA NA NA 2 0
0 1 63 L3+ 207.136071219 NA NA 73.5617889073 42.7209092078 2.74128716671 NA NA NA NA 3 0
0 1 64 L3+ 58.5055265144 NA NA 52.9633843816 41.587006297 1.07078143128 NA NA NA NA 3 0
0 1 65 L3+ 15.6559084908 NA NA 68.8536380912 42.4549786583 0.640368516379 NA NA NA NA 3 0
0 1 66 L2 88.0304635397 NA NA 89.9420180947 42.0130071723 1.70718827597 NA NA NA NA 1 0
0 1 67 L3+ 5.19496887941 NA NA 44.8875616777 42.3208427187 0.466540593974 NA NA NA NA 3 0
0 1 68 L3+ 79.1315646848 NA NA 83.6558186718 43.2678509494 1.11428257024 NA NA NA NA 2 0
0 1 69 L3+ 69.2978081044 NA NA 60.2046849845 43.6966075769 1.21435199505 NA NA NA NA 3 0
0 1 70 L2 76.6701671291 NA NA 94.4434729041 44.4516030964 1.56236840649 NA NA NA NA 1 0
0 1 71 L3+ 128.276680303 NA NA 77.8939535867 45.502713273 2.33930759591 NA NA NA NA 3 0
0 1 72 L3+ 116.667877408 NA NA 24.8159338778 45.4206319882 1.8690172948 NA NA NA NA 2 0
0 1 73 L3+ 107.57964028 NA NA 67.4174289067 45.8120645583 1.52290778979 NA NA NA NA 3 0
0 1 74 L3+ 229.146645515 NA NA 53.5568119223 46.0353620026 2.11139227432 NA NA NA NA 3 0
0 1 75 L3+ 81.3326221143 NA NA 31.6902860309 46.8640241396 1.40135723874 NA NA NA NA 2 0
0 1 76 L3+ 208.402270923 NA NA 46.0189672258 46.0502224431 3.30726079219 NA NA NA NA 3 0
0 1 77 L2 119.129274964 NA NA 89.2337562266 46.3513854649 2.07027444424 NA NA NA NA 1 0
0 1 78 L3+ 50.1273079116 NA NA 74.0140207629 47.1920816681 1.33793895986 NA NA NA NA 4 0
0 1 79 L2 120.513811089 NA NA 18.7200840741 48.0328781649 1.67146022618 NA NA NA NA 1 0
0 1 80 L3+ 38.3528340277 NA NA 35.7229136791 48.4160220716 0.890390224308 NA NA NA NA 2 0
0 1 81 L3+ 67.23875438 NA NA 81.0911425183 48.2479092871 1.90662004476 NA NA NA NA 3 0
0 1 82 L3+ 289.58105569 NA NA 63.9213452155 50.924817961 2.27427305174 NA NA NA NA 3 0
0 1 83 L3+ 29.9746154249 NA NA 43.3486082054 49.6718085733 0.928841183175 NA NA NA NA 3 0
0 1 84 L2 30.4124601824 NA NA 95.9745012147 50.6014784263 0.867557448058 NA NA NA NA 1 0
0 1 85 L3+ 160.665358715 NA NA 48.4221795302 51.1821908617 2.13233812455 NA NA NA NA 3 0
0 1 86 L3+ 17.8214649941 NA NA 89.3903899317 50.9813170333 0.657019719863 NA NA NA NA 2 0
0 1 87 L3+ 187.87090189 NA NA 76.9041138271 51.5608423842 2.5419144597 NA NA NA NA 3 0
0 1 88 L3+ 184.581149387 NA NA 39.8268013915 51.1421756419 2.02356131773 NA NA NA NA 2 0
0 1 89 L3+ 129.578380933 NA NA 69.4257344225 53.2122279825 1.33792366675 NA NA NA NA 3 0
0 1 90 L1 119.507951511 NA NA 11.9083353231 52.062648274 1.48333199439 NA NA NA NA 0 0
0 1 91 L3+ 45.7015257683 NA NA 81.4699644611 52.5051548455 1.44985001417 NA NA NA NA 3 0
0 1 92 L3+ 246.41192933 NA NA 53.2424654786 53.8774305092 3.6561929434 NA NA NA NA 2 0
0 1 93 L2 64.2566765722 NA NA 16.7895735299 54.0543827474 1.24913652316 NA NA NA NA 1 0
