Cell id	x	y	z	Boa volume	Mean cell intensity
0	20.407555	16.596214	4.0000005	0.040965084	4.8931856
1	20.938246	13.460301	4.1600003	0.042827133	9.080426
2	16.403234	15.245359	4.5600004	0.26655236	17.271887
3	20.552288	14.376953	4.4	0.05250979	8.952103
4	20.214575	15.438338	4.5600004	0.076530226	10.248157
5	19.683882	16.451479	4.7200003	0.052416686	5.758439
6	15.727807	15.679563	5.0000005	0.23545612	46.546333
7	17.319885	15.679563	5.1200004	0.32055178	35.94945
8	19.876862	14.376953	5.0800004	0.2157184	44.08061
9	18.815475	12.157692	4.88	0.021785976	6.576927
10	17.850578	19.104944	5.0400004	0.066288956	17.971884
11	17.416376	14.714666	5.4000006	0.3860959	25.675144
12	18.815475	17.512865	5.0800004	0.12615384	20.029367
13	17.995314	18.429516	5.0800004	0.09179903	19.504984
14	20.118084	13.267323	5.2000003	0.15920521	14.434952
15	16.065521	14.618176	5.1600003	0.05642009	10.569292
16	19.0567	15.341849	5.6800003	0.45294347	63.29428
17	18.381271	16.35499	5.7200003	0.4120715	57.18345
18	18.188293	17.609354	5.4800005	0.11572636	18.25413
19	19.104944	14.232219	5.6400003	0.28805903	56.547737
20	16.451479	18.960209	5.6000004	0.07895089	11.567185
21	16.596214	12.398915	5.76	0.2004496	15.0370245
22	16.885683	13.65328	5.9600005	0.31161395	20.131878
23	19.249678	12.688384	5.8400006	0.23927332	56.426342
24	16.113766	13.556791	5.8800006	0.0756923	12.819152
25	16.258501	15.341849	5.9600005	0.6340278	29.564562
26	17.416376	17.368132	6.0000005	0.23787679	63.932026
27	16.982172	18.188293	5.8	0.058840755	12.387653
28	18.622496	11.530509	5.8400006	0.09636105	11.637631
29	18.188293	14.618176	6.28	0.45936754	104.515366
30	14.907645	16.258501	6.0800004	0.12270904	10.430132
31	17.6576	15.631318	6.4000006	0.54511493	125.67625
32	18.429516	12.977854	6.2000003	0.25528696	61.940697
33	15.969031	17.898823	6.1600003	0.14281918	21.38576
34	17.175152	16.789192	6.4800005	0.2496077	63.712414
35	15.583073	14.425198	6.5600004	0.40359917	34.813496
36	17.802334	13.605036	6.6800003	0.33023444	108.03959
37	17.6576	11.819978	6.4800005	0.084816344	13.055921
38	15.341849	17.6576	6.6800003	0.17531194	35.72367
39	17.126907	12.688384	6.8000007	0.27437297	70.29525
40	16.451479	15.534828	7.0000005	0.4685847	130.0011
41	15.920787	16.451479	6.9200006	0.36393753	43.837387
42	16.54797	11.675243	6.8800006	0.31580356	60.352356
43	16.885683	14.5216875	7.0400004	0.39531305	115.03509
44	14.907645	17.030416	6.9600005	0.18806697	33.217068
45	16.596214	13.84626	7.2000003	0.36030653	116.627075
46	16.210255	12.7366295	7.3600006	0.24439396	89.377106
47	15.679563	14.955891	7.4000006	0.4384195	83.42436
48	15.197115	13.701526	7.5200005	0.31477943	33.54811
49	14.618176	12.977854	7.6000004	0.24048366	37.525913
50	14.376953	14.5216875	7.8000007	0.09645415	21.721899
51	13.3638115	14.569932	7.9200006	0.09496451	9.861724
52	13.605036	13.65328	7.9600005	0.07848538	17.323765
