Cell id	x	y	z	Boa volume	Mean cell intensity
0	20.793512	14.280463	4.119513	0.0482582	9.731425
1	15.824297	16.740948	4.4363985	0.18376048	18.205133
2	16.54797	16.596214	4.255321	0.06258814	10.833324
3	20.16633	15.534828	4.5269375	0.22369467	25.444859
4	17.609354	17.030416	4.7532845	0.25435653	18.411991
5	19.587393	16.692703	4.7532845	0.22843619	40.751953
6	19.249678	17.6576	4.708015	0.21157743	42.959667
7	17.94707	15.824297	4.979631	0.22643422	13.23719
8	17.319885	15.872541	4.7532845	0.08218645	7.5230618
9	18.381271	18.911964	4.7985535	0.08292402	11.391345
10	20.359308	14.232219	4.979631	0.054790966	8.257688
11	19.587393	15.583073	5.2512474	0.35171586	33.395203
12	18.526007	17.56111	5.296517	0.23265088	39.587444
13	19.008453	16.54797	5.432325	0.23760314	42.576508
14	17.368132	18.574251	5.296517	0.2596249	37.539436
15	19.635637	13.84626	5.4775944	0.2770105	36.24469
16	16.596214	16.596214	5.658672	0.43348086	32.867504
17	16.017277	16.933928	5.5228634	0.124227986	24.498652
18	17.319885	14.762911	5.4775944	0.052262153	10.731844
19	17.078663	13.942749	5.5228634	0.07986837	11.3614645
20	16.499723	13.267323	5.703941	0.11917035	14.212116
21	18.477762	15.776052	5.9755573	0.53400123	82.9226
22	17.6576	16.789192	6.2019043	0.6002772	121.94082
23	15.969031	19.442657	5.7492104	0.12306894	8.022212
24	18.67074	14.232219	6.0660963	0.2908136	40.271107
25	17.27164	18.091803	6.020827	0.27975005	51.88019
26	16.210255	14.569932	6.020827	0.19482404	28.338814
27	15.631318	15.872541	6.156635	0.16637488	17.833273
28	16.644459	16.789192	6.6545978	0.54474866	126.274666
29	15.197115	18.960209	6.247174	0.15625963	20.262142
30	18.043558	14.859401	6.5640593	0.365519	95.480484
31	16.258501	18.333027	6.4282513	0.15583816	46.34321
32	17.995314	12.929608	6.4282513	0.07112289	8.235545
33	15.293604	15.1488695	6.4282513	0.18523562	27.175537
34	17.030416	15.727807	6.7451367	0.41030005	98.045975
35	17.319885	13.74977	6.790406	0.27711585	63.14691
36	16.065521	17.56111	6.6998672	0.1701681	41.456684
37	15.100625	18.236538	6.6998672	0.1817585	21.523266
38	16.789192	12.688384	6.8809447	0.31715542	48.71595
39	16.740948	15.004135	7.0167527	0.38374752	100.11729
40	16.258501	13.894505	7.0167527	0.27068844	64.848656
41	15.05238	17.175152	6.9714837	0.19577235	42.0726
42	15.390094	16.258501	7.3336387	0.23244014	77.44148
43	15.969031	15.824297	7.4694467	0.1740667	82.189606
44	14.376953	16.54797	7.424177	0.20019777	42.624092
45	14.618176	14.135729	7.650524	0.23349382	24.41895
46	14.425198	15.679563	7.650524	0.07259803	11.985484
47	13.267323	14.762911	7.9674096	0.042463	8.451608
