Cell id	x	y	z	Boa volume	Mean cell intensity
0	13.267323	14.328708	3.36379	0.059991047	10.064784
1	15.004135	13.460301	4.0543694	0.14865543	16.444532
2	16.113766	14.859401	3.920709	0.04148041	11.563731
3	15.438338	14.666422	3.8984323	0.036710165	8.275426
4	13.990994	15.486584	4.1880302	0.20268366	13.995984
5	14.5216875	12.881364	4.1211996	0.18417303	16.036114
6	12.929608	15.872541	4.277137	0.22798671	16.236717
7	13.942749	14.569932	4.2548604	0.21263896	47.63793
8	12.977854	14.714666	4.4776278	0.29388872	41.19267
9	13.3638115	12.784874	4.3216906	0.39297506	30.383175
10	13.605036	13.701526	4.3885207	0.19905412	51.86349
11	11.723488	14.232219	4.544458	0.21377967	43.458313
12	12.302426	13.460301	4.4776278	0.25308236	27.706724
13	15.776052	17.56111	4.3216906	0.1007974	24.476606
14	14.859401	17.705845	4.4999046	0.109404586	20.767078
15	15.534828	16.789192	4.633565	0.28227422	54.901188
16	16.54797	15.776052	4.544458	0.22845337	62.74595
17	17.223396	14.039239	4.5890117	0.22290537	27.587292
18	17.512865	15.293604	4.455351	0.05807258	15.697221
19	15.245359	15.486584	4.744949	0.3769014	96.14513
20	16.210255	14.907645	4.744949	0.21170565	66.24704
21	12.929608	10.662103	4.4776278	0.023436433	8.858399
22	16.596214	11.289285	4.633565	0.24245301	37.827606
23	14.5216875	15.969031	4.989993	0.35284275	110.83568
24	16.258501	13.460301	4.7895026	0.24836397	106.98063
25	11.916468	18.333027	4.655842	0.056931864	8.499975
26	15.341849	13.267323	5.0791	0.37150893	120.84832
27	15.727807	14.135729	4.8786097	0.2623636	111.03173
28	13.267323	17.6576	4.7003956	0.21346857	28.791147
29	16.403234	12.254181	4.7003956	0.1910173	41.246803
30	15.293604	11.33753	4.8786097	0.24592699	49.45683
31	14.328708	13.267323	5.168207	0.36466467	129.17743
32	14.5216875	14.280463	5.034547	0.31711775	135.95927
33	13.894505	16.789192	4.923163	0.17618805	92.12221
34	14.087484	14.907645	5.101377	0.29689604	142.12823
35	13.508546	16.210255	4.94544	0.18992844	82.70375
36	9.311248	17.030416	4.7672257	0.043813687	6.2331114
37	15.004135	12.254181	4.900886	0.22487569	60.992737
38	13.508546	12.54365	5.0791	0.39873046	135.29953
39	11.434019	17.609354	4.856333	0.07715356	11.73581
40	11.33753	16.692703	4.94544	0.17240296	33.596336
41	12.784874	11.385775	5.1459303	0.28362232	85.79347
42	13.460301	13.942749	5.101377	0.4228928	133.32228
43	12.929608	15.05238	5.2350373	0.54209715	153.30107
44	8.587576	15.776052	4.9677167	0.10001964	29.979485
45	12.54365	16.933928	4.989993	0.16037364	40.710564
46	10.03492	16.644459	4.9677167	0.072124064	13.338499
47	14.376953	10.13141	4.900886	0.02229572	9.04418
48	13.74977	10.806837	5.0791	0.17406218	51.81358
49	12.7366295	12.157692	5.279591	0.19532089	111.195885
50	12.350671	15.969031	5.168207	0.3009404	128.82689
51	9.214758	15.197115	5.0791	0.106397256	28.126942
52	10.517368	13.412057	5.123654	0.2585785	82.37837
53	9.600717	14.135729	5.101377	0.06647236	13.734719
54	11.24104	14.666422	5.279591	0.39048624	137.52023
55	11.868223	15.197115	5.279591	0.2583711	128.77216
56	10.951571	16.017277	5.123654	0.13304842	25.849695
57	12.7366295	10.372634	5.101377	0.15269977	18.6351
58	14.039239	11.578753	5.190484	0.14834432	68.9831
59	11.964712	13.942749	5.3241444	0.40733764	145.13315
60	10.179654	15.05238	5.190484	0.2813409	49.77718
61	9.021779	11.916468	4.989993	0.06802788	8.929824
62	11.916468	12.64014	5.301868	0.2475862	87.80767
63	11.675243	10.613857	5.190484	0.16021809	14.210506
64	11.048061	11.723488	5.168207	0.15669225	51.570904
65	12.784874	13.219077	5.368698	0.30202925	149.40807
66	10.03492	12.302426	5.1459303	0.116508104	12.616693
67	11.675243	11.771733	5.3241444	0.123248674	67.16955
68	9.552472	13.267323	5.168207	0.06512424	16.964846
69	11.048061	13.3638115	5.569189	0.16213655	110.300156
