Cell id	x	y	z	Boa volume	Mean cell intensity
0	15.969031	15.05238	6.100435	0.14369953	16.18265
1	15.1488695	15.438338	6.3297744	0.28900048	30.984726
2	14.473442	16.017277	6.100435	0.06063992	10.364432
3	17.56111	15.920787	6.7425857	0.22921464	13.24717
4	15.872541	16.837439	7.0177937	0.46675658	30.337126
5	14.473442	17.223396	7.0177937	0.08626242	7.8205075
6	16.113766	15.727807	7.476473	0.34067252	42.72454
7	16.596214	14.618176	7.2471333	0.33490744	28.45777
8	14.762911	15.727807	7.522341	0.4696391	60.18475
9	17.512865	18.284782	7.430605	0.2150155	51.0251
10	15.631318	14.859401	7.522341	0.3208151	43.825005
11	13.315567	15.824297	7.384737	0.046654306	10.521733
12	19.297924	16.017277	7.384737	0.1955851	42.91536
13	19.925106	15.05238	7.2471333	0.058824994	10.185115
14	15.390094	16.306746	7.5682087	0.27565542	70.91253
15	15.824297	19.442657	7.2471333	0.027117148	7.5787506
16	15.727807	13.074343	7.522341	0.0946965	11.79591
17	15.438338	13.894505	7.430605	0.06352245	9.878965
18	19.008453	13.84626	7.6140766	0.13206264	25.962656
19	18.284782	16.451479	7.7975483	0.2899613	85.56878
20	17.27164	16.933928	7.935152	0.5699939	126.25305
21	17.94707	17.56111	7.7975483	0.19259581	63.952057
22	15.872541	18.477762	7.7975483	0.31291482	62.532326
23	18.622496	15.438338	7.7975483	0.1766885	49.859295
24	17.705845	15.293604	7.98102	0.36458686	126.625
25	13.508546	18.284782	7.7975483	0.17305864	32.9393
26	14.907645	18.86372	7.6140766	0.07569314	9.04793
27	18.622496	14.473442	7.7975483	0.10889563	27.052864
28	15.727807	16.789192	8.2562275	0.42255777	140.87338
29	16.35499	17.75409	8.118624	0.26594022	99.01915
30	15.004135	17.27164	8.164492	0.45383856	141.1295
31	17.898823	13.74977	8.164492	0.27554867	70.527084
32	16.692703	16.16201	8.302095	0.42960393	138.39943
33	14.280463	17.850578	8.072756	0.1961189	41.74635
34	12.977854	17.368132	8.118624	0.20295157	58.92769
35	16.837439	13.990994	8.302095	0.37408853	84.90348
36	16.210255	14.955891	8.393831	0.56583023	139.41284
37	15.727807	15.776052	8.623171	0.5577164	152.58875
38	13.460301	16.982172	8.347963	0.18448201	64.075745
39	17.319885	15.100625	8.577303	0.2759757	143.62277
40	14.473442	16.35499	8.623171	0.581524	146.01595
41	17.319885	12.881364	8.21036	0.045479942	6.5563426
42	15.920787	12.54365	8.347963	0.17796963	26.59784
43	15.1488695	14.328708	8.623171	0.3733412	124.69863
44	14.280463	14.714666	8.669039	0.44038674	102.35087
45	15.872541	13.701526	8.531435	0.25174108	78.94925
46	12.977854	15.004135	8.485567	0.25056672	35.273323
47	13.84626	15.776052	8.623171	0.30095765	98.80158
48	12.833118	16.113766	8.485567	0.13590603	35.79083
49	14.425198	13.460301	8.485567	0.0968317	10.400188
50	14.039239	12.591895	8.623171	0.073771454	7.4601827
51	13.122588	13.798015	8.531435	0.046227265	8.482683
