Cell id	x	y	z	Boa volume	Mean cell intensity
0	16.451479	13.219077	3.996449	0.06300984	7.2477984
1	16.306746	12.350671	4.3294864	0.079620525	9.482613
2	15.390094	13.315567	4.6625237	0.52312565	70.619995
3	15.583073	12.447161	4.7576776	0.5670886	79.13013
4	13.026098	12.7366295	4.995561	0.6392897	43.997528
5	14.328708	12.447161	5.043138	0.63862526	63.200672
6	16.692703	12.591895	5.6140594	0.39300868	35.575386
7	15.05238	11.771733	5.9946737	0.61204815	54.32444
8	14.762911	13.84626	6.04225	0.47572985	31.78017
9	15.920787	11.578753	5.7567897	0.18648256	18.101994
10	15.824297	13.170833	6.089827	0.5539108	67.22508
11	17.46462	11.192796	6.1849804	0.239526	23.547628
12	13.798015	12.977854	6.327711	0.4594514	44.409374
13	13.65328	11.675243	6.4228644	0.35236788	22.417677
14	12.929608	12.157692	6.4704413	0.39300868	23.030489
15	14.569932	12.591895	6.4228644	0.56697786	72.754036
16	16.54797	11.192796	6.708325	0.32689816	39.30618
17	15.727807	12.109447	6.993786	0.7867925	101.143135
18	15.05238	11.096306	7.041363	0.29279092	13.905286
19	16.692703	13.170833	6.8510556	0.041526698	7.343997
20	15.293604	13.701526	7.2792463	0.6434977	72.97485
21	14.425198	15.1488695	7.136516	0.39378384	40.531292
22	17.416376	9.793696	7.136516	0.23974748	20.113869
23	17.94707	10.662103	7.2316694	0.21040194	41.919437
24	17.995314	11.868223	7.326823	0.2389723	46.80682
25	13.219077	12.833118	7.4219766	0.33276728	61.246525
26	14.618176	13.3638115	7.3744	0.23974748	69.47761
27	13.942749	14.328708	7.2792463	0.30231437	49.24932
28	13.942749	12.157692	7.326823	0.37385103	57.52765
29	12.398915	14.183973	7.136516	0.07552322	9.111421
30	18.043558	12.688384	7.4219766	0.21150932	52.678352
31	12.157692	13.122588	7.184093	0.077959456	8.065328
32	16.499723	10.565613	7.6122837	0.31161636	74.32246
33	18.236538	13.798015	7.4695535	0.11461369	14.637605
34	17.078663	11.289285	7.7074375	0.29279092	89.73507
35	17.126907	13.894505	7.8977447	0.4196965	134.68991
36	16.692703	12.398915	7.945321	0.5510316	116.19045
37	10.420878	13.074343	7.6598606	0.065667555	8.856654
38	16.258501	15.05238	7.8501678	0.32977736	43.806984
39	14.5216875	9.552472	7.802591	0.19445568	39.208805
40	15.197115	10.469123	7.945321	0.35292158	52.145855
41	15.824297	11.578753	8.040475	0.4763943	134.78685
42	11.048061	13.798015	7.8501678	0.109741226	19.490322
43	16.499723	13.605036	8.135629	0.34096187	134.66637
44	13.701526	11.4822645	8.278358	0.68037343	123.64111
45	13.84626	10.276144	7.945321	0.18072419	42.05617
46	14.907645	11.916468	8.183205	0.47008222	142.11949
47	12.398915	11.916468	8.088052	0.33321023	49.466957
48	15.486584	13.508546	8.325935	0.4453877	148.55077
49	13.556791	14.618176	8.230782	0.25480783	58.722286
50	11.33753	12.254181	8.088052	0.097560056	17.71278
51	12.7366295	12.7366295	8.373512	0.32568005	73.193344
52	15.390094	14.5216875	8.230782	0.2819386	61.524242
53	15.100625	12.833118	8.421089	0.42744815	148.59016
54	13.798015	12.977854	8.421089	0.38736105	111.39945
55	11.819978	13.798015	8.183205	0.14395922	16.620665
56	14.280463	13.894505	8.325935	0.31217003	116.16042
57	12.977854	14.087484	8.373512	0.31460628	69.94512
58	12.64014	10.951571	8.183205	0.059134018	7.2584224
59	14.714666	15.100625	8.278358	0.08825808	19.222055
