Cell id	x	y	z	Boa volume	Mean cell intensity
0	9.504227	11.096306	1.4003339	0.1314388	15.104094
1	13.894505	11.530509	1.6003816	0.06445557	13.903945
2	10.517368	12.302426	1.7432728	0.26234546	12.926054
3	12.929608	12.447161	1.886164	0.6602538	52.227654
4	12.929608	11.289285	2.0862117	0.6547994	65.30203
5	11.4822645	12.205936	2.0862117	0.3402376	42.68011
6	9.986675	11.048061	2.11479	0.09033091	14.113316
7	11.530509	11.048061	2.1719465	0.3807468	52.429424
8	15.727807	11.4822645	2.8006678	0.18910958	16.878817
9	12.157692	10.03492	2.943559	0.3500822	34.55946
10	14.762911	11.4822645	2.8864024	0.18678145	22.882214
11	11.819978	13.3638115	3.0292938	0.25502852	22.516811
12	12.833118	11.096306	3.2293413	0.31176805	49.620358
13	13.990994	10.03492	2.8864024	0.045231976	9.594114
14	10.613857	9.504227	2.8864024	0.061927896	7.086969
15	10.758593	10.565613	2.943559	0.07489883	8.047038
16	9.504227	11.4822645	3.0578718	0.09106261	10.707746
17	13.894505	11.819978	3.1436067	0.30977252	44.50707
18	12.54365	12.784874	3.08645	0.26500615	31.285553
19	13.460301	12.591895	3.2293413	0.42471495	42.502583
20	10.3243885	11.868223	3.1436067	0.31981668	39.54241
21	13.605036	10.710347	2.943559	0.03033203	9.993421
22	15.824297	9.214758	3.1150284	0.097381786	12.819594
23	11.24104	12.591895	3.3436544	0.23447458	40.710197
24	11.771733	11.723488	3.4579673	0.7036898	66.66301
25	14.183973	9.166513	3.5437021	0.15152712	21.29523
26	15.438338	9.938431	3.4865456	0.15624987	23.380348
27	14.714666	10.276144	3.5437021	0.17228061	32.686077
28	13.65328	10.710347	3.8294845	0.5503667	68.42111
29	12.495405	8.684066	3.6008584	0.13097318	20.93175
30	16.16201	7.5744348	3.7151716	0.1314388	10.601121
31	11.578753	9.6972065	3.772328	0.13423254	11.447871
32	10.855082	15.1488695	3.8009062	0.28888598	30.625393
33	10.420878	10.855082	3.7437499	0.30046004	34.369144
34	9.648962	11.771733	3.8294845	0.17859979	44.501163
35	12.109447	14.762911	3.8294845	0.20753495	24.098011
36	13.170833	11.33753	4.0866885	0.5412538	80.43944
37	10.806837	13.942749	3.9723756	0.32560372	26.030924
38	10.2279	12.254181	4.0866885	0.26613697	37.391376
39	11.626999	12.881364	4.029532	0.6904528	55.588055
40	13.267323	13.412057	4.029532	0.57956797	48.84787
41	16.692703	8.877045	3.8294845	0.13616155	19.712042
42	15.004135	7.767414	3.9152193	0.11753662	8.407395
43	11.24104	7.1402316	3.886641	0.10177194	15.872412
44	11.14455	11.289285	4.0866885	0.13855618	25.675232
45	16.258501	10.276144	4.029532	0.16057351	23.54947
46	16.933928	11.4822645	4.143845	0.16064003	20.932695
47	11.723488	7.5744348	4.143845	0.11394467	16.79321
48	14.087484	8.201617	4.258158	0.1940984	63.926525
49	15.727807	9.070024	4.1724234	0.13150533	20.631054
50	10.662103	8.684066	4.343893	0.25130352	24.564816
51	14.135729	9.070024	4.4296274	0.23693573	67.24037
52	14.859401	9.6972065	4.343893	0.35487145	110.94805
53	15.004135	16.065521	4.343893	0.12950979	21.36342
54	13.990994	16.451479	4.258158	0.13562942	20.019417
55	8.491086	11.096306	4.4582057	0.22163668	30.451147
56	11.289285	9.793696	4.686832	0.36238796	124.03185
57	12.784874	8.346352	4.343893	0.27804363	33.135166
58	6.7060285	13.65328	4.315315	0.034788713	8.554483
59	9.263003	10.469123	4.4582057	0.17680381	32.229214
60	7.333211	10.855082	4.315315	0.04622974	11.113672
61	7.6226797	11.723488	4.372471	0.06259307	16.892635
62	10.469123	10.13141	4.6296754	0.5182387	112.525
63	15.824297	10.372634	4.4296274	0.15877753	32.441933
64	12.398915	9.070024	4.6296754	0.22223534	41.730865
65	15.004135	11.096306	4.6582537	0.40768644	110.120766
66	15.293604	12.54365	4.572519	0.32221133	102.9666
67	14.907645	13.508546	4.6296754	0.35327503	107.41817
68	13.412057	9.793696	4.6296754	0.381412	135.12894
69	12.254181	10.276144	4.6582537	0.38081333	143.02298
70	14.087484	11.675243	4.7154098	0.39977086	112.98343
71	16.065521	11.626999	4.486784	0.15185972	34.31533
72	14.135729	14.714666	4.5439405	0.25981778	24.810558
73	13.412057	15.197115	4.601097	0.18006317	27.456947
74	16.596214	12.688384	4.4582057	0.029334268	7.1360517
75	16.403234	13.798015	4.4582057	0.039378427	7.8057313
76	13.315567	10.662103	4.743988	0.34615764	129.60246
77	8.925289	12.157692	4.686832	0.26540527	57.205677
78	13.942749	13.026098	4.7725663	0.49568924	124.88131
79	9.118269	14.328708	4.686832	0.2273572	47.901775
80	10.517368	14.811156	4.743988	0.19097206	36.40435
81	9.648962	11.289285	4.686832	0.1854511	58.42599
82	12.688384	11.578753	4.9154577	0.3501487	142.61075
83	13.074343	12.398915	5.029771	0.63816994	58.63298
84	11.771733	12.109447	4.858301	0.33717778	140.09052
85	11.578753	11.048061	4.858301	0.29826498	145.65675
86	12.591895	12.929608	4.9726143	0.8419134	57.694324
87	10.951571	13.170833	4.829723	0.464559	101.59335
88	8.105127	13.942749	4.601097	0.058934603	8.804727
89	10.469123	12.109447	4.829723	0.5695238	16.670101
90	9.552472	13.219077	4.7725663	0.20793405	51.144104
91	12.881364	14.135729	4.8011446	0.22336614	51.475807
92	10.276144	13.942749	4.858301	0.15837844	50.091137
93	10.420878	11.385775	5.086927	0.06658413	13.818117
94	12.012958	13.894505	4.858301	0.16622752	53.217426
95	11.771733	14.859401	4.8011446	0.09531974	7.604971
96	10.999816	11.819978	5.172662	0.048557855	12.001358
97	11.916468	13.026098	5.286975	0.05261543	30.449944
