Cell id	x	y	z	Boa volume	Mean cell intensity
0	4.5832567	7.5744348	3.1688561	0.24813986	22.632889
1	7.043742	5.01746	3.3046644	0.30408987	45.23061
2	8.008638	6.995497	3.2141256	0.047309894	9.438741
3	11.192796	3.4253814	3.4404724	0.03434972	10.49693
4	7.1402316	6.078846	3.7120886	0.24097489	60.159
5	7.3814554	10.083165	3.4857419	0.03329605	5.7563357
6	5.9341116	6.754273	3.757358	0.20715201	58.534264
7	7.52619	8.201617	3.757358	0.10146866	13.330154
8	4.535012	8.587576	3.7120886	0.093460746	29.603012
9	8.201617	8.298107	3.8026273	0.04541328	8.76798
10	9.745451	9.070024	3.757358	0.04393814	7.913661
11	8.973535	9.986675	3.9384356	0.23886755	18.450638
12	8.105127	5.6928873	4.028974	0.29313168	76.76327
13	9.455982	6.802518	3.8478968	0.028659891	12.724258
14	10.13141	7.1402316	4.0742435	0.16352996	23.291029
15	9.021779	4.824481	3.9837048	0.06996385	17.5406
16	11.24104	6.1270905	3.9384356	0.029924298	8.140846
17	5.982356	7.52619	3.9837048	0.12570313	58.280697
18	11.24104	4.1490536	3.9837048	0.033822887	8.841123
19	5.258684	8.442842	4.028974	0.098623745	32.453827
20	7.52619	6.850763	4.255321	0.31294072	117.040764
21	10.179654	5.01746	4.255321	0.11917035	30.960062
22	7.52619	10.2279	4.34586	0.1431941	21.931402
23	9.263003	6.078846	4.481668	0.36920682	105.28323
24	9.263003	8.298107	4.34586	0.278591	35.35388
25	6.7060285	8.105127	4.4363985	0.28449157	113.57575
26	8.394596	7.1884766	4.617476	0.4429639	112.30135
27	6.078846	9.359492	4.481668	0.2519331	88.16013
28	6.9472523	12.061202	4.34586	0.029397462	7.4516206
29	11.626999	7.1884766	4.4363985	0.032347746	12.638433
30	10.662103	10.903327	4.5269375	0.046466954	9.829923
31	11.14455	5.3551736	4.617476	0.15193957	31.241129
32	7.236721	8.63582	4.843823	0.38596022	92.54834
33	6.2235804	10.420878	4.708015	0.21494918	82.5596
34	5.11395	12.833118	4.572207	0.026868647	12.047056
35	8.63582	10.710347	4.843823	0.09957205	16.339651
36	13.412057	5.7411323	4.7532845	0.13708279	18.589426
37	10.3243885	6.32007	4.979631	0.36488676	113.455315
38	12.157692	8.394596	4.7985535	0.15236104	10.626481
39	11.096306	8.925289	4.934362	0.39175543	35.82154
40	9.793696	9.986675	4.934362	0.3290619	33.693554
41	9.552472	7.043742	5.1154394	0.3812187	139.00652
42	7.9121485	12.591895	4.7985535	0.047520626	6.90022
43	12.398915	5.548153	4.8890924	0.08229182	34.32122
44	6.8990073	9.890185	5.1154394	0.34634215	118.369774
45	11.626999	6.271825	4.934362	0.115377136	22.254675
46	8.539331	8.63582	5.3870554	0.4918543	145.12819
47	6.030601	11.434019	4.8890924	0.08871922	18.17689
48	9.455982	7.6709247	5.296517	0.42094216	140.41257
49	5.7893767	12.398915	4.979631	0.08871922	13.684045
50	9.359492	12.64014	5.205978	0.17195934	14.104652
51	10.951571	7.52619	5.5228634	0.36362237	73.672874
52	14.376953	6.754273	5.1154394	0.0366678	9.612063
53	7.8639035	9.890185	5.432325	0.40461022	143.2644
54	5.982356	13.508546	5.2512474	0.062904246	12.809047
55	6.7060285	11.289285	5.432325	0.18397121	75.52159
56	12.784874	6.7060285	5.432325	0.1347647	27.981018
57	9.600717	8.73231	5.7492104	0.5670865	153.47815
58	8.587576	9.841941	5.79448	0.3370698	138.04234
59	11.771733	7.5744348	5.7492104	0.34149525	84.539024
60	10.565613	8.684066	6.020827	0.4053478	136.61308
61	7.5744348	10.951571	5.79448	0.17090568	74.83397
62	13.798015	7.0919867	5.5228634	0.032979947	10.134181
63	6.850763	12.881364	5.703941	0.22474833	42.324707
64	8.346352	10.903327	5.9755573	0.23602264	95.609795
65	9.6972065	9.648962	6.2019043	0.50355005	154.22348
66	7.6709247	12.302426	6.0660963	0.1473034	49.713722
67	13.122588	7.8639035	5.930288	0.06585453	11.828805
68	11.4822645	8.8288	6.2019043	0.41030005	131.84723
69	8.442842	11.771733	6.247174	0.2898653	95.64091
70	9.504227	10.806837	6.382982	0.4603495	104.541954
71	12.881364	8.684066	6.2019043	0.07143899	14.747773
72	10.806837	9.793696	6.382982	0.42621052	96.08555
73	12.350671	9.600717	6.5640593	0.27911782	59.16058
74	8.973535	12.54365	6.4282513	0.20061924	43.67856
75	8.491086	13.412057	6.4282513	0.23402065	38.119854
76	11.048061	10.806837	6.6998672	0.3882783	115.70369
77	10.2279	11.819978	6.6998672	0.28817943	55.956444
78	13.84626	9.311248	6.4735203	0.043411307	7.6480594
79	13.074343	10.276144	6.790406	0.18618393	38.887173
80	12.398915	10.662103	6.8356752	0.13602911	45.236694
81	10.179654	12.833118	6.8809447	0.29281557	48.178623
82	11.530509	11.771733	7.0167527	0.1515181	39.344654
83	12.109447	11.723488	7.062022	0.11326979	37.136597
84	11.33753	12.833118	7.2430997	0.09967741	26.528385
85	12.109447	13.122588	7.2430997	0.123279676	31.879263
