Cell id	x	y	z	Boa volume	Mean cell intensity
0	14.328708	10.565613	3.2797687	0.08015556	12.536648
1	13.170833	11.626999	3.5456958	0.5506697	67.03467
2	13.170833	10.710347	3.5456958	0.50321597	70.296364
3	10.855082	11.33753	3.590017	0.28090551	32.82774
4	11.916468	10.806837	3.9002655	0.7006648	57.87822
5	10.517368	10.565613	3.7229807	0.26842314	25.118479
6	15.05238	10.613857	4.387799	0.41078436	27.483686
7	12.833118	9.793696	4.742368	0.6097806	38.28096
8	12.591895	12.157692	4.963974	0.49661374	43.074028
9	14.087484	9.745451	4.5650835	0.11780907	15.566505
10	13.84626	11.385775	5.0082955	0.592037	60.496597
11	11.385775	11.33753	5.141259	0.5140478	41.36421
12	11.530509	9.793696	5.0082955	0.3459997	18.1912
13	15.631318	9.311248	5.0082955	0.2045669	22.63971
14	12.254181	10.806837	5.318544	0.58883905	79.01635
15	10.13141	10.03492	5.0969377	0.14751925	8.168474
16	10.517368	10.710347	5.1855803	0.105429836	16.584066
17	14.5216875	9.311248	5.4958286	0.28379402	28.268679
18	15.776052	12.495405	5.2299013	0.051992796	10.136895
19	13.84626	9.986675	5.761756	0.44874734	86.35507
20	12.109447	9.021779	5.7174344	0.2680105	15.051804
21	12.302426	13.556791	5.761756	0.4366776	41.28311
22	14.618176	11.771733	5.6287923	0.03889144	8.846145
23	12.254181	11.819978	6.027683	0.47938597	68.867386
24	12.929608	10.469123	6.027683	0.46071395	89.43351
25	13.412057	12.302426	5.9390407	0.4522548	73.08634
26	15.872541	8.63582	5.850398	0.22375472	28.65529
27	11.4822645	12.784874	5.9390407	0.281215	46.272503
28	15.631318	9.890185	6.0720043	0.24841003	39.85371
29	11.434019	10.3243885	5.9833617	0.41212544	45.595646
30	10.806837	11.096306	6.0720043	0.33506468	55.104572
31	9.890185	12.64014	5.850398	0.078711316	13.192625
32	14.955891	7.5744348	5.850398	0.18981497	12.485778
33	16.258501	10.710347	6.1163254	0.24562469	43.00179
34	14.618176	15.245359	6.027683	0.06540363	8.613527
35	14.328708	14.5216875	6.2049675	0.24521206	31.07314
36	11.964712	7.4779453	6.249289	0.21436712	24.045471
37	14.328708	8.539331	6.3822527	0.34692812	72.047516
38	11.723488	9.311248	6.869786	0.30628297	118.43912
39	16.017277	12.157692	6.29361	0.098414935	10.723243
40	14.907645	9.311248	6.470895	0.3207254	88.56046
41	14.955891	12.109447	6.470895	0.50548553	119.737915
42	14.714666	10.613857	6.6038585	0.6350549	112.93082
43	12.833118	8.394596	6.6481795	0.3807647	43.786568
44	11.4822645	8.442842	6.6038585	0.19270346	34.43652
45	13.65328	9.745451	6.8254647	0.5522171	132.3807
46	14.280463	11.916468	6.781143	0.3865417	127.98628
47	9.552472	10.179654	6.736822	0.34238908	44.88764
48	8.249862	12.157692	6.5595374	0.08273457	13.632134
49	10.903327	9.648962	6.914107	0.44255772	115.22891
50	8.539331	10.710347	6.6038585	0.069220565	13.192226
51	10.13141	10.951571	6.914107	0.3669412	62.949253
52	13.219077	11.819978	6.958428	0.49207467	148.99837
53	10.662103	12.833118	6.958428	0.63536435	52.925823
54	12.64014	10.999816	7.0913916	0.5005338	147.70218
55	12.447161	10.13141	7.0470705	0.52095956	150.84813
56	11.385775	11.289285	7.0470705	0.44214508	113.89098
57	13.122588	12.784874	6.914107	0.3160832	54.32842
58	11.868223	12.205936	7.0027494	0.3316604	119.80762
59	9.166513	12.302426	6.736822	0.04250205	7.415047
60	12.398915	13.508546	6.914107	0.08345669	14.753993
